B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
485,388,84,142000,,276,65,211,413,413,,,2406,552900,2083,211,65,0,0,0,0,40,0,0,0,276,0,276,0,,,,,65,,,,18.5,,,,211,186,29,276,211,153,,,,11,001,008001,3,,,,0,0,814,32.4,498,290,18,13,276,173,126,0,47,19,103,26,513,413,0,,,,276,276,276,211,63,65,0,0,0,,0,0,0,0,,,,,,,,,0,,,269,0,,,,413,413,343,,,,,,,,,,,,814,32.6,29.6,-666666666.0,32.9,506,,,,,,,,,,,,,,,,,,,,,,,,,343,0,0,37,17,60,61,69,23,35,,126,,,,,,502,0,0,0,0,0,0,0,622,109,109,0,0,0,0,0,0,0,0,276,0,0,0,0,0,9,7,0,0,0,,63953,,,,459,203,276,211,0,180,0,0,0,211,0,0,0,0,0,0,0,0,,276,2.92,,,276,,806,0,0,0,0,276,211,0,0,276,211,2011,2008,276,198,276,0,276,276,276,276,331,276,,276,276,276,,276,65,65,65,1762,3022,162400,0,-666666666,65,173300,173300,173300,65,65,30.9,459300,722000,130396900,,130396900,-666666666,-666666666,211,2391,110010080013
487,345,30,145833,,298,92,206,523,521,,,2500,653600,2398,206,92,35,19,0,0,19,0,0,0,410,32,341,0,,,,,92,,,,20.6,,,,206,206,65,298,206,189,,,,11,001,008001,1,,,,112,112,699,36.1,513,108,0,39,298,161,151,0,10,33,277,10,603,523,2,,,,410,298,298,206,64,92,0,0,0,,0,0,0,0,,,,,,,,,0,,,96,1,,,,488,488,454,,,,,,,,,,,,699,35.4,45.4,-666666666.0,33.9,570,,,,,,,,,,,,,,,,,,,,,,,,,454,0,22,8,31,48,59,110,20,46,,151,,,,,,584,0,0,0,0,0,0,0,622,19,19,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,,73943,,,,585,298,298,206,30,154,0,22,0,206,0,0,0,0,0,0,0,0,,410,2.17,,,298,,647,7,0,30,0,298,206,0,0,298,206,2010,2007,298,204,410,7,298,298,298,298,411,410,,298,298,410,,298,92,92,92,2163,2861,241100,54,129800,92,254700,,254700,92,92,25.0,498300,829900,152355000,,152355000,-666666666,-666666666,206,3080,110010080011
984,685,45,168684,,580,227,353,866,823,,,2402,790700,2371,353,227,63,28,0,0,6,0,0,0,769,8,393,0,,,,,227,,,,17.8,,,,353,296,50,580,353,266,,,,11,001,008301,1,,,,189,189,1271,32.5,1027,168,36,64,580,248,230,14,4,68,417,49,1091,878,43,,,,769,580,580,353,147,227,0,26,9,,238,13,0,0,,,,,,,,,0,,,157,4,,,,835,835,769,,,,,,,,,,,,1271,31.8,50.7,35.9,31.8,1045,,,,,,,,,,,,,,,,,,,,,,,,,769,11,65,15,92,83,88,91,67,98,,230,,,,,,1074,0,13,0,3,2,0,0,1178,87,87,0,0,0,0,0,0,0,0,580,35,13,0,0,11,0,9,9,0,25,,79967,,,,985,555,580,353,25,232,15,12,20,353,0,0,0,0,0,0,0,0,,769,2.16,,,580,,1255,38,40,0,39,580,353,0,0,580,353,2012,2005,580,293,769,47,580,580,580,580,618,769,,580,580,769,,580,227,227,227,1877,2959,542400,91,183800,227,568900,,568900,227,227,22.0,570600,957900,274000000,,274000000,-666666666,-666666666,353,3042,110010083011
946,527,82,135625,,427,227,200,760,753,,,2602,831600,2552,200,227,63,0,0,0,21,0,19,0,529,7,441,0,,,,,227,,,,18.9,,,,200,150,13,427,200,182,,,,11,001,008301,2,,,,102,102,1095,30.6,986,65,20,40,427,204,196,0,8,0,277,50,927,760,7,,,,529,427,427,200,102,227,0,0,0,,0,0,10,19,,,,,,,,,0,,,161,24,,,,753,753,696,,,,,,,,,,,,1095,30.5,66.1,-666666666.0,30.6,1000,,,,,,,,,,,,,,,,,,,,,,,,,696,0,21,56,142,155,19,205,0,45,,196,,,,,,786,0,0,0,0,0,0,0,968,48,31,0,0,0,0,0,0,0,0,427,0,18,0,24,0,0,7,14,0,6,,73320,,,,837,368,427,200,13,148,0,0,0,200,0,0,0,0,0,0,0,0,,529,2.40,,,427,,1025,0,13,16,23,427,200,0,0,427,200,2011,2004,427,301,529,7,427,427,427,427,474,529,,427,427,529,,427,227,227,227,1423,2946,491200,63,66700,227,525900,525900,525900,227,227,22.3,669500,963200,,,156908900,-666666666,-666666666,200,2333,110010083012
36,834,127,73750,,609,145,464,1029,822,,,1591,369300,1441,464,145,0,0,0,0,0,0,37,19,625,119,17,1955,,,,,145,,,,20.1,,,,464,320,26,609,464,387,,,,11,001,009507,1,,,,16,16,2005,33.8,273,1611,0,388,609,352,132,13,207,382,189,0,1573,1029,207,,,,625,609,609,464,213,145,0,0,0,,11,25,0,8,,,,,,,,,0,,,253,58,,,,817,817,807,,,,,,,,,,,,2005,32.7,35.0,-666666666.0,32.5,280,,,,,,,,,,,,,,,,,,,,,,,,,807,0,12,79,38,60,7,149,30,182,,132,,,,,,1277,0,0,0,0,71,19,16,1797,264,188,60,40,10,10,37,0,0,0,609,27,38,6,24,41,9,4,24,21,32,,28469,,,,1290,544,609,464,55,400,0,0,0,464,0,0,0,0,0,4,0,0,,625,3.29,,,609,,2005,0,0,99,346,609,464,1955,1955,609,464,1999,1992,609,489,625,0,609,609,609,609,785,625,,609,609,625,,609,127,127,145,-666666666,1964,177600,0,-666666666,145,192900,,192900,145,145,41.2,289300,451400,174197700,,174197700,-666666666,-666666666,464,1417,110010095071
47,368,31,46118,,355,186,169,585,480,,,931,364900,676,169,186,0,0,0,0,20,26,11,37,419,0,40,1987,,,,,186,,,,29.5,,,,169,148,23,355,169,156,,,,11,001,009903,1,,,,64,64,1100,34.1,56,1032,0,9,355,227,82,12,133,200,52,0,853,585,105,,,,419,355,355,169,45,186,0,37,0,,0,0,188,0,,,,,,,,,0,,,208,101,,,,471,471,462,,,,,,,,,,,,1100,37.0,33.0,-666666666.0,37.5,56,,,,,,,,,,,,,,,,,,,,,,,,,462,0,0,0,34,41,11,160,25,43,,82,,,,,,714,20,0,0,4,0,0,15,984,156,147,0,0,0,0,26,3,3,0,355,40,36,43,27,4,0,19,0,25,8,,21247,,,,731,300,355,169,27,142,0,0,0,169,4,0,0,0,0,0,0,0,,419,3.10,,,355,,1100,75,47,25,44,355,169,1989,2004,355,169,2009,2007,355,82,419,0,355,355,355,355,318,419,,355,355,419,,355,186,186,186,-666666666,850,115200,0,-666666666,186,153300,,153300,186,186,38.3,324300,441100,,62797700,62797700,-666666666,-666666666,169,2187,110010099031
273,514,8,49044,,531,299,232,904,810,,,1225,456800,1175,232,299,23,11,11,29,16,27,3,27,645,99,327,0,,,,,299,,,,19.6,,,,232,168,19,531,232,142,,,,11,001,008702,1,,,,114,114,1315,36.3,403,791,15,180,531,283,145,44,94,169,223,32,1139,904,94,,,,645,531,531,232,52,299,0,0,35,,33,19,0,0,,,,,,,,,40,,,133,68,,,,803,803,727,,,,,,,23265,,,,,1315,31.2,40.4,-666666666.0,32.2,459,,,,,,,,,,,,,,,,,,,,,,,,,727,0,0,73,112,77,100,138,6,22,,145,,,,,,1006,11,0,0,0,5,17,22,1235,108,68,27,15,12,0,65,23,23,0,531,64,20,6,35,32,24,37,37,17,15,,45677,,,,1066,457,531,232,8,141,0,29,26,232,0,0,0,0,0,0,0,0,,645,2.41,,,531,,1279,9,65,11,82,531,232,0,0,531,232,2013,2012,531,336,645,34,531,531,531,531,491,645,,531,531,645,,531,289,289,299,775,1617,351100,34,50400,299,382600,,,299,299,28.8,391800,563400,110191600,,110191600,-666666666,6125000,232,2082,110010087021
0,540,47,32067,,423,344,79,539,459,,,1177,284700,1021,79,344,22,0,14,0,51,37,46,13,473,34,0,1971,,,,,344,,,,51.0,,,,79,46,20,423,79,55,,,,11,001,009803,1,,,,50,50,1082,27.5,0,1074,0,0,423,244,75,35,134,286,58,0,825,539,80,,,,473,423,423,79,0,344,0,79,31,,0,17,152,17,,,,,,,,,14,,,285,109,,,,439,439,439,,,,,,,,,,,,1082,-666666666.0,27.3,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,439,0,0,50,116,29,8,114,0,29,,75,,,,,,631,0,0,0,0,0,0,0,1035,267,243,24,24,0,0,50,0,0,0,423,129,0,24,0,37,39,23,0,13,43,,19396,,,,796,354,423,79,0,79,0,0,0,79,0,0,0,0,0,0,0,0,,473,2.50,,,423,,1059,31,22,136,64,423,79,1970,1961,423,79,2010,1989,423,185,473,16,423,423,423,423,273,473,,423,423,473,,423,344,344,344,-666666666,1407,344900,22,,344,407400,,407400,344,344,37.5,236600,441900,,24165000,,-666666666,,79,1453,110010098031
1316,655,11,135313,,755,327,428,1165,1144,,,2128,682800,2128,428,327,34,0,0,0,18,0,13,11,879,31,795,0,,,,,327,,,,20.5,,,,428,309,45,755,428,372,,,,11,001,000502,2,,,,124,124,1513,40.0,1420,58,9,157,755,328,307,12,9,42,431,165,1418,1165,21,,,,879,755,755,428,137,327,0,21,0,,0,0,0,0,,,,,,,,,0,,,95,11,,,,1144,1144,996,,,,,,,,,,,,1513,39.3,45.9,-666666666.0,39.4,1426,,,,,,,,,,,,,,,,,,,,,,,,,996,0,32,50,135,131,70,302,57,80,,307,,,,,,1298,0,0,0,0,0,0,0,1476,58,58,0,0,0,0,0,0,0,0,755,30,3,0,12,32,27,18,12,0,48,,113577,,,,1118,488,755,428,67,116,0,11,0,428,0,0,0,0,0,9,0,0,,879,2.00,,,755,,1513,4,9,12,28,755,428,0,0,755,428,2011,2006,755,363,879,31,755,755,755,755,896,879,,755,755,879,,755,318,318,327,1695,2743,699100,34,,327,713200,,713200,327,327,22.7,436300,1225000,,,424607000,-666666666,-666666666,428,2227,110010005022
1319,846,41,151071,,814,372,442,1230,1171,,,1763,1400000,1752,442,372,33,0,0,8,20,32,12,0,889,102,471,0,,,,,372,,,,16.0,,,,442,317,59,814,442,410,,,,11,001,000502,1,,,,75,75,1858,36.4,1565,48,112,335,814,367,303,44,20,38,403,104,1536,1230,59,,,,889,814,814,442,105,372,0,20,0,,0,38,7,5,,,,,,,,,8,,,353,16,,,,1163,1163,955,,,,,,,,,,,,1858,36.5,44.6,36.6,39.6,1625,,,,,,,,,,,,,,,,,,,,,,,,,955,0,24,39,162,303,108,132,47,67,,303,,,,,,1404,0,0,0,0,10,0,0,1768,263,127,126,119,7,0,13,0,0,0,814,28,0,8,0,0,0,0,29,4,47,,109747,,,,1262,570,814,442,149,252,7,0,0,442,0,0,0,0,0,0,0,0,,889,2.28,,,814,,1858,0,52,81,133,814,442,0,0,814,442,2009,2005,814,625,889,47,814,814,814,814,918,889,,814,814,889,,814,362,362,372,1387,2174,650200,33,,372,671000,,671000,372,372,24.5,1126100,1623300,602384000,,602384000,-666666666,,442,4001,110010005021
85,217,12,81563,,261,22,239,371,371,,,-666666666,269100,-666666666,239,22,0,0,0,15,0,0,0,0,276,73,166,0,,,,,22,,,,18.5,,,,239,170,23,261,239,207,,,,11,001,007605,1,,,,15,15,717,51.3,85,598,22,0,261,150,57,17,76,155,62,7,662,371,0,,,,276,261,261,239,64,22,0,0,0,,0,12,0,9,,,,,,,,,15,,,12,36,,,,371,371,371,,,,,,,,,,,,717,34.4,57.2,-666666666.0,34.4,97,,,,,,,,,,,,,,,,,,,,,,,,,371,0,0,0,60,18,52,66,19,10,,57,,,,,,609,9,0,0,0,0,0,7,680,18,18,0,0,0,0,0,0,0,0,261,7,0,23,0,7,7,22,6,20,14,,38372,,,,446,129,261,239,35,191,0,13,0,239,9,0,0,0,0,0,0,0,,276,2.75,,,261,,717,0,0,0,16,261,239,0,0,261,239,1998,1989,261,211,276,0,261,261,261,261,,276,,261,261,276,,261,22,22,22,-666666666,-666666666,,0,-666666666,22,,,,22,22,-666666666.0,203900,334700,,,66287800,-666666666,,239,1373,110010076051
29,418,48,13465,,262,197,65,277,157,,,984,240600,901,65,197,15,0,0,16,0,0,0,24,336,43,49,1963,,,,,197,,,,35.6,,,,65,40,18,262,65,47,,,,11,001,007605,3,,,,74,74,782,30.5,29,752,0,0,262,161,31,34,96,265,34,0,540,277,120,,,,336,262,262,65,11,197,0,62,36,,11,0,25,10,,,,,,,,,16,,,132,117,,,,157,157,157,,,,,,,,,,,,782,14.8,30.6,-666666666.0,14.8,30,,,,,,,,,,,,,,,,,,,,,,,,,157,0,0,0,96,0,0,0,34,27,,31,,,,,,474,0,0,0,0,0,20,0,631,94,82,0,0,0,0,96,0,0,0,262,109,57,22,0,14,0,0,20,0,0,,13155,,,,484,342,262,65,30,13,0,11,0,65,0,0,0,0,0,0,0,0,,336,2.96,,,262,,775,0,83,55,60,262,65,1964,1952,262,65,2011,2001,262,153,336,0,262,262,262,262,130,336,,262,262,336,,262,197,197,197,820,1089,173900,15,,197,202700,202700,202700,197,197,51.0,220300,467300,,,,-666666666,,65,1354,110010076053
97,1070,80,40677,,1074,1042,32,1323,1109,,,1184,187500,1138,32,1042,112,15,0,31,85,99,92,40,1232,233,82,1960,,,,,1042,,,,24.7,,,,32,32,8,1074,32,23,,,,11,001,007605,2,,,,158,158,2434,36.7,107,1983,29,272,1074,501,139,36,326,411,196,0,2048,1323,214,,,,1232,1074,1074,32,15,1042,24,97,19,,26,0,43,8,,,,,,,,,31,,,374,443,,,,1094,1094,1059,,,,,,,,,,,,2434,33.4,44.8,-666666666.0,33.6,154,,,,,,,,,,,,,,,,,,,,,,,,,1059,45,69,58,72,166,37,264,18,49,,139,,,,,,1734,0,0,20,0,11,22,18,2334,327,219,99,99,0,0,179,11,0,0,1074,150,134,123,0,45,60,12,78,17,146,,26007,,,,1699,697,1074,32,17,8,0,0,0,32,0,0,0,0,8,0,0,0,,1232,2.15,,,1074,,2310,52,165,328,295,1074,32,1961,0,1074,32,2012,1989,1074,437,1232,82,1074,1074,1074,1074,747,1232,,1074,1074,1232,,1074,1018,1018,1042,959,1396,1151700,127,143900,1042,1185800,,1185800,1042,1042,36.8,-666666666,244400,,,5853000,-666666666,,32,1383,110010076052
0,455,67,30398,,279,265,14,294,262,,,1094,-666666666,927,14,265,0,0,0,0,0,54,22,40,335,22,49,1961,,,,,265,,,,-666666666.0,,,,14,14,0,279,14,0,,,,11,001,007703,4,,,,56,56,838,26.0,0,824,0,0,279,163,74,49,40,49,14,0,533,294,32,,,,335,279,279,14,0,265,0,0,19,,0,0,28,0,,,,,,,,,0,,,305,100,,,,262,262,262,,,,,,,,,,,,838,-666666666.0,25.9,-666666666.0,-666666666.0,14,,,,,,,,,,,,,,,,,,,,,,,,,262,0,36,0,75,22,0,0,0,0,,74,,,,,,489,0,0,0,0,0,0,53,660,127,127,0,0,0,0,117,28,28,0,279,19,89,28,0,0,22,36,18,21,0,,30514,,,,465,226,279,14,0,14,0,0,0,14,0,0,0,0,0,14,0,0,,335,3.00,,,279,,838,21,18,115,82,279,14,1961,-666666666,279,14,2013,-666666666,279,125,335,21,279,279,279,279,,335,,279,279,335,,279,265,265,265,848,1126,257000,0,-666666666,265,293700,,293700,265,265,47.3,-666666666,-666666666,,,,-666666666,-666666666,14,-666666666,110010077034
708,426,59,102176,,509,210,299,770,750,,,1605,688700,1510,299,210,49,0,0,24,71,3,7,3,582,37,392,0,,,,,210,,,,19.6,,,,299,218,46,509,299,268,,,,11,001,008402,1,,,,73,73,992,32.2,749,182,9,41,509,142,92,8,42,30,343,17,871,770,20,,,,582,509,509,299,157,210,0,0,26,,111,0,24,0,,,,,,,,,24,,,135,25,,,,728,728,652,,,,,,,,,,,,992,30.0,57.5,-666666666.0,31.0,791,,,,,,,,,,,,,,,,,,,,,,,,,652,0,0,44,53,186,70,130,22,34,,92,,,,,,827,0,0,0,0,0,7,0,912,55,41,14,14,0,0,0,0,0,0,509,26,0,24,11,0,3,0,10,47,24,,70557,,,,836,344,509,299,0,230,44,0,0,299,3,0,0,0,0,0,0,0,,582,1.93,,,509,,984,0,8,10,0,509,299,0,0,509,299,2012,2007,509,307,582,24,509,509,509,509,469,582,,509,509,582,,509,210,210,210,1074,2044,338300,49,,210,365100,365100,365100,210,210,22.1,515600,890300,,193874400,193874400,-666666666,,299,2238,110010084021
0,195,45,72321,,83,83,0,99,90,,,1601,-666666666,1300,0,83,0,0,0,0,0,0,0,22,194,0,9,1978,,,,,83,,,,-666666666.0,,,,0,0,0,83,0,0,,,,11,001,007404,3,,,,111,111,384,15.2,0,295,0,0,83,83,0,21,62,0,0,0,178,99,9,,,,194,83,83,0,0,83,0,22,0,,0,0,49,19,,,,,,,,,0,,,223,31,,,,90,90,90,,,,,,,,,,,,384,-666666666.0,16.3,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,0,0,25,21,13,0,0,,0,,,,,,96,0,0,0,0,0,0,0,325,178,178,0,0,0,0,22,0,0,0,83,22,0,0,0,0,0,0,0,0,0,,12733,,,,178,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,194,4.63,,,83,,384,22,40,36,19,83,0,1985,-666666666,83,0,2016,-666666666,83,40,194,0,83,83,83,83,,194,,83,83,194,,83,83,83,83,967,1400,105400,0,-666666666,83,124200,,124200,83,83,28.1,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,-666666666,110010074043
0,478,153,12229,,387,364,23,408,315,,,980,-666666666,888,23,364,43,0,0,0,18,11,22,112,495,26,51,1966,,,,,364,,,,22.5,,,,23,23,0,387,23,23,,,,11,001,007406,2,,,,108,108,1322,22.6,0,1149,0,147,387,292,12,39,241,197,4,4,800,408,93,,,,495,387,387,23,7,364,8,43,60,,0,0,0,0,,,,,,,,,0,,,519,237,,,,306,306,278,,,,,,,,,,,,1322,-666666666.0,22.5,-666666666.0,-666666666.0,15,,,,,,,,,,,,,,,,,,,,,,,,,278,0,21,0,44,8,0,112,0,14,,12,,,,,,574,16,0,0,0,0,0,11,1031,252,193,59,0,59,0,214,8,0,0,387,140,76,30,24,0,8,12,34,14,18,,7755,,,,739,244,387,23,23,0,0,0,0,23,0,0,0,0,0,0,0,0,,495,3.42,,,387,,1322,79,47,275,17,387,23,1964,1946,387,23,2011,1989,387,279,495,0,387,387,387,387,,495,,387,387,495,,387,321,321,364,-666666666,1280,245900,43,31300,364,310100,310100,310100,364,364,51.0,219200,-666666666,8375000,8375000,8375000,-666666666,-666666666,23,2141,110010074062
2,788,172,38835,,615,571,44,655,607,,,1571,254200,1316,44,571,40,16,15,0,8,45,59,44,716,29,47,1975,,,,,571,,,,18.8,,,,44,44,10,615,44,44,,,,11,001,007406,1,,,,101,101,2152,20.9,2,1971,0,128,615,439,72,61,306,261,101,0,1350,682,48,,,,716,615,615,44,18,571,0,67,123,,24,62,139,0,,,,,,,,,15,,,739,165,,,,629,629,629,,,,,,,,,,,,2152,-666666666.0,20.7,-666666666.0,-666666666.0,42,,,,,,,,,,,,,,,,,,,,,,,,,629,0,0,16,0,72,16,208,16,103,,72,,,,,,912,0,0,0,0,0,0,0,1882,659,584,54,54,0,0,153,0,0,0,615,190,23,32,0,24,15,44,6,43,54,,13855,,,,1320,401,615,44,0,0,0,16,0,44,0,0,0,0,0,0,0,0,,716,3.49,,,615,,2148,107,48,260,0,615,44,1980,1963,615,44,2015,2006,615,411,716,0,615,615,615,615,525,716,,615,615,716,,615,540,540,571,1079,1467,664000,56,60000,571,802000,,802000,571,571,42.6,227500,277100,,,10870000,-666666666,,44,1938,110010074061
50,874,170,43533,,971,574,397,1015,894,,,1050,279900,1040,397,574,41,0,0,0,54,40,42,68,1082,178,101,1968,,,,,574,,,,28.3,,,,397,295,47,971,397,378,,,,11,001,007407,2,,,,111,111,2159,34.1,60,2099,0,56,971,472,23,79,370,326,223,0,1539,1015,121,,,,1082,971,971,397,176,574,0,38,40,,62,105,200,9,,,,,,,,,0,,,510,326,,,,880,880,830,,,,,,,,,,,,2159,35.8,33.8,-666666666.0,37.3,60,,,,,,,,,,,,,,,,,,,,,,,,,830,0,33,58,176,153,83,57,15,133,,23,,,,,,1386,42,0,0,0,0,0,10,1850,347,310,13,13,0,0,114,0,0,0,971,117,97,31,73,22,78,14,67,21,71,,49788,,,,1310,512,971,397,35,327,12,0,0,397,0,0,0,0,0,0,0,0,,1082,2.22,,,971,,2159,94,44,179,110,971,397,1968,1956,971,397,2009,2005,971,544,1082,0,971,971,971,971,722,1082,,971,971,1082,,971,528,528,574,770,1202,519700,41,51300,574,563000,,563000,574,574,36.8,209100,368500,110651800,,110651800,-666666666,-666666666,397,1405,110010074072
0,513,169,24444,,470,470,0,543,440,,,1059,-666666666,1004,0,470,0,0,0,0,7,29,60,0,470,88,0,1971,,,,,470,,,,-666666666.0,,,,0,0,0,470,0,0,,,,11,001,007409,3,,,,0,0,1243,22.0,0,1137,69,0,470,319,30,32,257,122,103,0,707,543,103,,,,470,470,470,0,0,470,0,22,0,,0,0,20,71,,,,,,,,,0,,,413,265,,,,440,440,440,,,,,,,,,,,,1243,-666666666.0,25.3,-666666666.0,-666666666.0,37,,,,,,,,,,,,,,,,,,,,,,,,,440,0,0,0,25,120,0,118,45,12,,30,,,,,,618,0,0,0,24,0,32,48,1056,349,349,0,0,0,0,109,0,0,0,470,58,57,22,110,45,24,34,43,0,35,,13091,,,,595,185,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,470,2.64,,,470,,1243,62,96,91,42,470,0,1971,-666666666,470,0,2011,-666666666,470,197,470,0,470,470,470,470,238,470,,470,470,470,,470,470,470,470,-666666666,1160,425400,0,-666666666,470,491800,,491800,470,470,45.3,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,-666666666,110010074093
23,286,31,33021,,286,129,157,300,277,,,1098,390300,932,157,129,10,0,0,0,0,0,28,11,314,28,151,1942,,,,,129,,,,25.8,,,,157,83,5,286,157,140,,,,11,001,007503,1,,,,28,28,675,36.1,23,636,0,6,286,151,42,27,82,140,51,0,526,300,23,,,,314,286,286,157,65,129,0,30,7,,0,0,18,6,,,,,,,,,0,,,89,82,,,,277,277,252,,,,,,,,,,,,675,34.8,38.3,-666666666.0,34.8,33,,,,,,,,,,,,,,,,,,,,,,,,,252,0,0,6,30,35,15,87,0,0,,42,,,,,,469,11,0,0,0,0,0,0,609,91,91,0,0,0,0,35,5,0,0,286,52,27,11,20,23,29,11,16,11,17,,20731,,,,407,182,286,157,53,104,0,0,0,157,0,0,0,0,0,0,0,0,,314,2.36,,,286,,675,11,28,16,56,286,157,1940,0,286,157,2005,1994,286,204,314,15,286,286,286,286,279,314,,286,286,314,,286,124,124,129,692,1083,117200,10,,129,140800,,140800,129,129,51.0,277500,574500,81605000,81605000,81605000,-666666666,-666666666,157,1164,110010075031
13,1352,225,17147,,1110,894,216,971,792,,,968,365100,786,216,894,117,60,0,18,53,37,0,242,1342,142,282,1961,,,,,894,,,,18.5,,,,216,174,4,1110,216,192,,,,11,001,007504,1,,,,232,232,2796,29.8,13,2771,0,12,1110,535,110,78,347,553,110,7,1898,971,179,,,,1342,1110,1110,216,69,894,0,128,50,,32,0,66,66,,,,,,,,,18,,,695,510,,,,792,792,762,,,,,,,,,,,,2796,66.5,29.3,-666666666.0,66.5,20,,,,,,,,,,,,,,,,,,,,,,,,,762,0,34,4,51,131,26,151,12,19,,110,,,,,,1584,1,0,0,0,16,14,54,2468,602,580,22,0,22,0,242,44,37,0,1110,261,221,153,106,58,26,0,0,21,15,,23256,,,,1744,702,1110,216,77,122,0,7,0,216,7,0,0,0,0,0,0,0,,1342,2.49,,,1110,,2762,156,67,313,218,1110,216,1961,1960,1110,216,2012,2009,1110,458,1342,44,1110,1110,1110,1110,734,1342,,1110,1110,1342,,1110,802,802,894,291,997,562100,177,103200,894,668600,668600,668600,894,894,51.0,302300,436900,73955600,,73955600,-666666666,,216,1854,110010075041
