B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
248,342,43,102647,,260,39,221,320,266,,,-666666666,538400,-666666666,221,39,22,0,17,22,0,0,0,0,321,31,206,0,,,,,39,,,,21.1,,,,221,168,23,260,221,211,,,,11,001,001901,4,,,,61,61,649,39.9,269,324,6,52,260,165,88,31,46,93,127,16,539,320,54,,,,321,260,260,221,54,39,0,0,31,,0,0,0,0,,,,,,,,,39,,,84,31,,,,252,252,229,,,,,,,,,,,,649,39.2,55.1,-666666666.0,39.8,288,,,,,,,,,,,,,,,,,,,,,,,,,229,0,0,0,10,7,52,84,13,15,,88,,,,,,528,0,0,0,0,0,0,0,587,48,45,0,0,0,0,0,0,0,0,260,31,33,0,9,0,23,0,7,0,0,,42982,,,,414,199,260,221,58,157,0,6,0,221,0,0,0,0,0,0,0,7,,321,2.50,,,260,,649,0,7,8,69,260,221,0,0,260,221,2005,2002,260,245,321,0,260,260,260,260,,321,,260,260,321,,260,39,39,39,-666666666,-666666666,,22,,39,,,,39,39,-666666666.0,435900,675100,130104500,,130104500,-666666666,,221,1921,110010019014
548,657,49,127794,,482,183,299,1048,1032,,,2273,691000,2221,299,183,19,0,0,0,9,19,7,12,501,32,423,0,,,,,183,,,,17.9,,,,299,218,38,482,299,262,,,,11,001,008701,1,,,,19,19,1438,34.1,676,701,23,181,482,200,128,22,50,135,425,17,1251,1048,16,,,,501,482,482,299,106,183,0,0,0,,0,6,16,0,,,,,,,,,0,,,91,60,,,,1008,1008,978,,,,,,,,,,,,1438,30.4,39.4,32.4,30.4,694,,,,,,,,,,,,,,,,,,,,,,,,,978,0,24,14,100,151,89,202,7,84,,128,,,,,,1108,0,0,0,9,0,0,4,1389,158,139,19,19,0,0,0,0,0,0,482,12,48,0,0,0,0,10,0,0,22,,65309,,,,1184,550,482,299,35,200,35,21,0,299,10,0,0,0,0,0,0,0,,501,2.77,,,482,,1337,15,0,6,3,482,299,0,0,482,299,2010,2004,482,323,501,0,482,482,482,482,484,501,,482,482,501,,482,183,183,183,1549,3165,421300,19,,183,446900,446900,446900,183,183,26.3,517900,849300,190259000,,190259000,-666666666,-666666666,299,2526,110010087011
654,647,27,90132,,964,788,176,1283,1225,,,1875,533300,1837,176,788,65,0,0,0,118,42,21,48,1038,13,175,2011,,,,,788,,,,24.3,,,,176,143,22,964,176,160,,,,11,001,008702,2,,,,74,74,1759,33.0,707,844,137,87,964,220,131,14,75,130,428,53,1622,1283,58,,,,1038,964,964,176,110,788,0,36,9,,224,364,127,48,,,,,,,,,0,,,144,109,,,,1188,1188,1151,,,,,,,,,,,,1759,31.6,36.6,33.3,32.2,758,,,,,,,,,,,,,,,,,,,,,,,,,1151,0,6,77,138,194,46,250,47,79,,131,,,,,,1443,0,0,0,0,0,0,0,1675,74,74,0,0,0,0,10,0,0,0,964,66,13,9,5,22,34,19,0,56,60,,55371,,,,1512,569,964,176,14,113,0,7,10,176,0,0,0,0,5,0,0,0,,1038,1.80,,,964,,1735,31,34,0,22,964,176,2011,0,964,176,2015,2005,964,262,1038,127,964,964,964,964,474,1038,,964,964,1038,,964,778,778,788,1575,2242,1423200,65,140700,788,1501200,1501200,1501200,788,788,26.9,325000,716700,86988800,,86988800,-666666666,-666666666,176,1931,110010087022
649,1536,56,32250,,683,572,111,1177,983,,,1330,248900,1182,111,572,50,22,0,0,71,41,37,77,824,147,151,1957,,,,,572,,,,23.7,,,,111,97,4,683,111,76,,,,11,001,008803,1,,,,141,141,2778,26.6,793,1692,53,344,683,244,58,25,161,413,271,5,2414,1177,194,,,,824,683,683,111,57,572,0,82,18,,64,50,4,3,,,,,,,,,0,,,405,241,,,,917,917,840,,,,,,,,,,,,2778,21.3,32.1,26.6,21.0,887,,,,,,,,,,,,,,,,,,,,,,,,,840,36,84,100,87,105,36,155,48,72,,58,,,,,,1475,0,0,6,37,34,26,60,2633,292,244,48,42,6,0,87,11,0,0,683,125,63,57,16,40,58,23,15,39,18,,16998,,,,2339,1278,683,111,19,27,28,17,15,111,0,0,0,0,0,0,0,0,,824,2.26,,,683,,1544,17,112,115,161,683,111,1958,1959,683,111,2012,2012,683,307,824,62,683,683,683,683,441,824,,683,683,824,,683,553,553,572,739,1495,673100,72,91000,572,766200,,766200,572,572,45.5,193400,434700,,,33285000,-666666666,-666666666,111,1260,110010088031
40,917,152,30929,,751,520,231,870,709,,,923,305200,766,231,520,102,0,12,0,15,54,26,54,925,80,47,1976,,,,,520,,,,22.6,,,,231,217,31,751,231,188,,,,11,001,009904,2,,,,174,174,1848,28.2,40,1796,0,13,751,357,50,71,236,417,120,0,1284,870,161,,,,925,751,751,231,71,520,0,124,54,,0,68,226,74,,,,,,,,,12,,,510,235,,,,709,709,699,,,,,,,,,,,,1848,29.5,27.8,-666666666.0,29.5,40,,,,,,,,,,,,,,,,,,,,,,,,,699,16,10,30,47,71,31,231,17,3,,50,,,,,,1042,23,0,0,0,0,0,8,1656,400,400,0,0,0,0,139,5,0,0,751,217,44,40,19,41,39,17,66,0,28,,22424,,,,1243,571,751,231,41,138,7,0,8,231,0,0,0,0,0,0,11,0,,925,2.46,,,751,,1848,51,101,59,219,751,231,1980,2002,751,231,2011,2010,751,328,925,66,751,751,751,751,617,925,,751,751,925,,751,493,493,520,489,1150,438800,102,95600,520,508900,,508900,520,520,51.0,209500,360200,,,,-666666666,,231,1690,110010099042
9,463,145,40714,,320,228,92,509,456,,,1066,228800,940,92,228,19,17,0,0,21,0,13,63,398,22,0,1975,,,,,228,,,,22.4,,,,92,92,0,320,92,56,,,,11,001,009904,1,,,,78,78,1122,25.4,10,776,0,349,320,149,58,12,79,169,51,0,733,509,53,,,,398,320,320,92,25,228,0,27,11,,0,30,66,39,,,,,,,,,0,,,286,122,,,,456,456,426,,,,,,,,,,,,1122,16.8,30.3,-666666666.0,16.8,43,,,,,,,,,,,,,,,,,,,,,,,,,426,0,0,1,54,74,20,69,54,42,,58,,,,,,566,33,0,27,44,0,0,0,835,158,103,55,27,28,0,37,0,0,0,320,63,14,21,23,0,19,18,7,25,31,,16253,,,,682,241,320,92,0,59,0,0,27,92,0,0,0,0,0,0,0,0,,398,3.43,,,320,,1098,22,87,52,80,320,92,1976,2004,320,92,2012,2008,320,123,398,0,320,320,320,320,277,398,,320,320,398,,320,228,228,228,833,1080,225700,36,38500,228,249000,,249000,228,228,30.8,-666666666,328100,,19886600,19886600,-666666666,-666666666,92,1375,110010099041
12,533,37,39028,,399,239,160,479,412,,,1098,343800,998,160,239,29,0,0,0,18,0,28,28,482,53,60,1960,,,,,239,,,,18.7,,,,160,93,18,399,160,118,,,,11,001,009905,1,,,,83,83,963,42.7,12,934,0,0,399,162,65,21,76,257,79,11,833,479,67,,,,482,399,399,160,54,239,17,34,20,,10,0,39,12,,,,,,,,,0,,,23,159,,,,412,412,412,,,,,,,,,,,,963,-666666666.0,42.5,-666666666.0,-666666666.0,29,,,,,,,,,,,,,,,,,,,,,,,,,412,0,40,77,33,62,9,65,0,0,,65,,,,,,759,0,0,0,0,0,2,61,909,76,76,0,0,0,0,51,22,22,0,399,93,45,19,13,24,0,9,7,22,63,,36855,,,,754,422,399,160,79,50,0,10,0,160,11,0,0,0,0,0,0,0,,482,2.37,,,399,,947,22,45,110,131,399,160,1961,1954,399,160,2006,1994,399,239,482,10,399,399,399,399,304,482,,399,399,482,,399,219,219,239,617,1186,195000,29,,239,221500,,221500,239,239,47.0,247400,388800,62197300,,62197300,-666666666,-666666666,160,1136,110010099051
0,203,0,54286,,312,182,130,360,360,,,995,322700,933,130,182,0,0,0,0,0,0,9,22,321,139,37,1949,,,,,182,,,,24.5,,,,130,97,0,312,130,130,,,,11,001,009907,1,,,,9,9,622,37.9,0,598,0,45,312,176,29,54,93,124,42,10,500,360,0,,,,321,312,312,130,83,182,0,0,24,,0,0,0,0,,,,,,,,,0,,,122,67,,,,360,360,326,,,,,,,,,,,,622,-666666666.0,37.7,-666666666.0,-666666666.0,24,,,,,,,,,,,,,,,,,,,,,,,,,326,0,13,9,80,11,14,36,0,119,,29,,,,,,485,0,0,0,0,0,0,12,622,122,122,0,0,0,0,13,0,0,0,312,43,11,0,10,0,47,12,0,18,21,,31672,,,,409,154,312,130,58,72,0,0,0,130,10,0,0,0,0,0,0,0,,321,1.99,,,312,,622,0,0,75,70,312,130,1949,1945,312,130,2010,2005,312,245,321,0,312,312,312,312,314,321,,312,312,321,,312,169,169,182,-666666666,1346,132400,0,-666666666,182,162000,,162000,182,182,21.9,256300,372000,35800000,35800000,35800000,-666666666,-666666666,130,1169,110010099071
699,270,0,-666666666,,514,282,232,607,581,,,2639,1020000,2552,232,282,0,0,0,0,0,32,0,0,514,0,359,0,,,,,282,,,,41.4,,,,232,199,41,514,232,199,,,,11,001,005500,5,,,,0,0,794,55.2,718,0,42,19,514,144,144,0,0,24,161,27,794,607,26,,,,514,514,514,232,132,282,0,14,0,,0,0,0,19,,,,,,,,,0,,,0,0,,,,581,581,557,,,,,,,13770,,,,,794,55.1,-666666666.0,-666666666.0,55.4,718,,,,,,,,,,,,,,,,,,,,,,,,,557,0,0,109,11,163,21,166,0,60,,144,,,,,,695,0,0,0,0,0,0,0,794,0,0,0,0,0,0,0,0,0,0,514,42,0,0,44,43,26,0,33,0,64,,77505,,,,581,164,514,232,0,119,0,0,0,232,0,0,0,0,0,0,0,0,,514,1.54,,,514,,794,14,33,61,28,514,232,0,0,514,232,2009,2001,514,231,514,91,514,514,514,514,302,514,,514,514,514,,514,282,282,282,1935,2815,684400,0,-666666666,282,700300,,700300,282,282,51.0,409100,1165000,,220730000,,-666666666,-666666666,232,3118,110010055005
526,466,0,77344,,460,364,96,511,511,,,2460,1125000,2313,96,364,0,72,74,0,41,47,43,0,700,0,238,1972,,,,,364,,,,20.5,,,,96,70,0,460,96,96,,,,11,001,005500,4,,,,240,240,840,37.7,614,174,0,130,460,16,16,0,0,40,245,30,840,511,0,,,,700,460,460,96,80,364,0,12,0,,0,0,0,40,,,,,,,,,74,,,0,50,,,,511,511,494,,,,,,,,,,,,840,31.1,75.0,-666666666.0,31.0,624,,,,,,,,,,,,,,,,,,,,,,,,,494,0,33,38,54,98,37,152,33,0,,16,,,,,,740,0,4,0,0,5,10,9,840,0,0,0,0,0,0,0,0,0,0,460,62,38,0,0,24,0,26,0,0,0,,85337,,,,601,403,460,96,0,53,16,0,0,96,0,0,0,0,0,0,0,0,,700,1.29,,,460,,595,69,303,0,50,460,96,1972,0,460,96,2014,2013,460,131,700,128,460,460,460,460,184,700,,460,460,700,,460,364,364,364,1882,2658,735700,72,,364,750700,,750700,364,364,32.8,-666666666,2000001,,,,-666666666,,96,-666666666,110010055004
595,982,39,66603,,1058,813,245,1089,1043,,,1273,452700,1273,245,813,0,0,0,0,105,52,47,0,1058,70,43,1983,,,,,813,,,,18.5,,,,245,233,35,1058,245,209,,,,11,001,005002,1,,,,0,0,1739,35.5,610,637,147,399,1058,276,217,32,27,141,298,46,1540,1089,46,,,,1058,1058,1058,245,181,813,0,38,52,,0,0,276,60,,,,,,,,,0,,,217,277,,,,1029,1029,964,,,,,,,,,,,,1739,32.6,56.3,32.5,32.7,693,,,,,,,,,,,,,,,,,,,,,,,,,964,0,35,28,142,173,135,210,80,55,,217,,,,,,1512,119,0,0,22,0,0,0,1700,178,80,98,98,0,0,0,0,0,0,1058,260,42,50,14,57,43,11,0,0,14,,63431,,,,1421,726,1058,245,0,19,0,12,0,245,0,0,0,0,0,0,0,0,,1058,1.64,,,1058,,1739,265,31,275,38,1058,245,1983,2002,1058,245,2011,2009,1058,240,1058,380,1058,1058,1058,1058,360,1058,,1058,1058,1058,,1058,813,813,813,234,2168,1031300,0,-666666666,813,1063400,,,813,813,28.2,341200,741300,,,,-666666666,-666666666,245,2722,110010050021
649,830,181,135769,,574,333,241,888,836,,,1984,620800,1932,241,333,0,0,0,0,11,32,22,0,574,87,291,0,,,,,333,,,,15.4,,,,241,201,0,574,241,192,,,,11,001,005002,3,,,,0,0,1529,30.2,757,219,31,648,574,275,259,16,0,62,247,0,1124,888,52,,,,574,574,574,241,128,333,0,0,0,,0,0,26,34,,,,,,,,,0,,,377,0,,,,836,836,836,,,,,,,,,,,,1529,31.4,54.3,68.1,31.2,757,,,,,,,,,,,,,,,,,,,,,,,,,836,0,81,25,251,135,144,60,35,34,,259,,,,,,1054,17,0,87,0,0,0,0,1271,147,15,132,132,0,0,0,0,0,0,574,0,0,29,0,0,87,16,0,0,18,,55566,,,,989,551,574,241,0,24,0,59,68,241,26,0,0,0,0,0,0,0,,574,2.66,,,574,,1529,24,53,13,46,574,241,0,0,574,241,2011,2006,574,260,574,11,574,574,574,574,381,574,,574,574,574,,574,333,333,333,1588,2640,692700,0,-666666666,333,728800,,728800,333,333,35.5,403800,832600,,,136126000,-666666666,-666666666,241,2165,110010050023
374,662,0,73393,,686,622,64,802,760,,,1606,441500,1606,64,622,77,0,0,0,79,26,21,0,800,13,188,1965,,,,,622,,,,17.9,,,,64,50,0,686,64,43,,,,11,001,005002,4,,,,114,114,1051,38.6,405,357,213,90,686,139,131,0,8,122,226,53,1023,802,42,,,,800,686,686,64,35,622,0,32,0,,0,0,50,4,,,,,,,,,0,,,28,83,,,,760,760,747,,,,,,,,,,,,1051,32.2,54.9,41.3,32.3,422,,,,,,,,,,,,,,,,,,,,,,,,,747,0,78,239,85,110,34,134,13,7,,131,,,,,,886,0,15,14,12,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,686,32,42,106,21,0,0,9,0,55,47,,63002,,,,951,612,686,64,0,0,0,0,0,64,0,0,0,0,0,0,0,0,,800,1.42,,,686,,973,124,85,257,79,686,64,1966,0,686,64,2014,1999,686,206,800,358,686,686,686,686,,800,,686,686,800,,686,622,622,622,1037,1877,922100,77,,622,926900,,926900,622,622,27.8,402400,480500,,25070000,,-666666666,-666666666,64,1554,110010050024
923,704,0,112344,,1073,799,274,1378,1378,,,2221,446400,2207,274,799,34,77,0,0,98,133,73,0,1233,58,209,1982,,,,,799,,,,18.9,,,,274,235,60,1073,274,181,,,,11,001,005002,2,,,,160,160,1541,34.3,1142,167,89,235,1073,141,127,0,14,0,491,40,1541,1378,0,,,,1233,1073,1073,274,180,799,0,60,0,,0,30,420,59,,,,,,,,,0,,,0,52,,,,1362,1362,1297,,,,,,,,,,,,1541,31.9,54.4,31.1,31.8,1229,,,,,,,,,,,,,,,,,,,,,,,,,1297,53,62,171,261,186,192,123,65,26,,127,,,,,,1355,0,0,0,0,0,0,0,1541,0,0,0,0,0,0,0,0,0,0,1073,72,20,0,0,20,12,0,76,13,76,,97022,,,,1472,689,1073,274,0,0,0,0,16,274,0,0,0,0,0,0,0,0,,1233,1.44,,,1073,,1541,142,106,150,59,1073,274,1982,2001,1073,274,2012,2009,1073,355,1233,185,1073,1073,1073,1073,517,1233,,1073,1073,1233,,1073,793,793,799,1689,2677,1709900,111,296400,799,1755900,,1755900,799,799,31.8,380900,506800,,141137000,141137000,-666666666,-666666666,274,2197,110010050022
558,454,42,163375,,377,199,178,741,726,,,2221,760000,2110,178,199,41,0,23,0,10,29,0,0,441,0,265,0,,,,,199,,,,17.9,,,,178,164,18,377,178,141,,,,11,001,005001,1,,,,64,64,824,33.6,622,46,88,83,377,102,98,0,4,4,279,41,764,741,15,,,,441,377,377,178,73,199,0,0,0,,10,0,117,0,,,,,,,,,23,,,51,0,,,,726,726,708,,,,,,,,,,,,824,34.6,28.3,35.8,33.3,661,,,,,,,,,,,,,,,,,,,,,,,,,708,0,7,29,180,175,49,193,0,23,,98,,,,,,760,0,0,13,0,0,0,0,782,18,14,4,0,4,0,0,0,0,0,377,0,0,0,0,0,0,0,0,19,0,,96850,,,,741,384,377,178,0,29,32,18,6,178,11,0,0,0,0,0,0,0,,441,2.19,,,377,,824,0,6,6,37,377,178,0,0,377,178,-666666666,2011,377,171,441,19,377,377,377,377,277,441,,377,377,441,,377,199,199,199,1575,2898,437400,41,,199,467200,467200,467200,199,199,18.9,574200,908300,127726000,127726000,,-666666666,,178,2774,110010050011
0,260,0,18654,,452,452,0,346,148,,,208,-666666666,208,0,452,30,0,0,31,10,0,14,144,580,33,113,1966,,,,,452,,,,-666666666.0,,,,0,0,0,452,0,0,,,,11,001,004701,1,,,,128,128,1001,24.8,0,931,0,30,452,199,0,0,199,48,22,0,763,346,198,,,,580,452,452,0,0,452,0,113,19,,72,55,0,0,,,,,,,,,31,,,95,163,,,,148,148,148,,,,,,,,,,,,1001,-666666666.0,24.7,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,148,0,65,0,0,0,33,10,0,0,,0,,,,,,474,0,0,0,0,0,0,65,948,185,185,0,0,0,0,119,0,0,0,452,180,16,65,18,83,0,0,0,0,14,,13767,,,,670,260,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,580,2.21,,,452,,1001,45,66,120,76,452,0,1961,-666666666,452,0,2012,-666666666,452,149,580,0,452,452,452,452,174,580,,452,452,580,,452,386,386,452,99,-666666666,133500,30,,452,135100,,135100,452,452,46.1,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,,0,-666666666,110010047011
1078,1821,13,63636,,2030,1613,417,2073,2004,,,1222,634000,987,417,1613,163,0,29,0,176,85,113,55,2327,73,208,2002,,,,,1613,,,,26.2,,,,417,334,21,2030,417,346,,,,11,001,004701,2,,,,297,297,3629,30.8,1172,1829,502,182,2030,518,188,0,330,600,552,40,3001,2112,69,,,,2327,2030,2030,417,262,1613,0,153,62,,332,309,625,75,,,,,,,,,29,,,649,208,,,,1997,1997,1858,,,,,,,,,,,,3629,30.7,28.1,34.5,30.5,1222,,,,,,,,,,,,,,,,,,,,,,,,,1858,1,35,135,351,481,117,251,11,174,,188,,,,,,2718,9,0,0,0,0,0,0,3616,636,594,0,0,0,0,94,23,0,0,2030,215,145,96,6,114,61,46,81,200,46,,52002,,,,2633,1148,2030,417,34,27,0,0,0,417,0,0,0,0,0,0,0,0,,2327,1.79,,,2030,,3624,112,261,300,32,2030,417,2000,2004,2030,417,2012,2009,2030,577,2327,118,2030,2030,2030,2030,1285,2327,,2030,2030,2327,,2030,1599,1599,1613,-666666666,2419,2259000,163,351700,1613,2419200,,2419200,1613,1613,27.3,466900,869900,276488000,,276488000,-666666666,,417,2380,110010047012
170,887,229,62717,,1188,682,506,991,991,,,965,571300,906,506,682,45,0,0,0,134,93,36,8,1233,0,57,2001,,,,,682,,,,23.4,,,,506,506,116,1188,506,418,,,,11,001,009000,1,,,,45,45,2197,45.0,257,1909,0,175,1188,499,226,35,238,284,365,10,1723,991,0,,,,1233,1188,1188,506,98,682,0,65,0,,34,266,367,135,,,,,,,,,0,,,505,174,,,,991,991,963,,,,,,,,,,,,2197,35.4,45.7,-666666666.0,37.6,257,,,,,,,,,,,,,,,,,,,,,,,,,963,26,73,0,136,66,145,173,32,92,,226,,,,,,1646,9,0,0,9,0,0,0,1885,203,184,19,19,0,0,10,0,0,0,1188,129,98,78,76,50,26,105,0,0,28,,50354,,,,1160,471,1188,506,26,461,0,0,19,506,0,0,0,0,0,0,0,0,,1233,1.85,,,1188,,2197,76,137,121,40,1188,506,2002,2007,1188,506,2011,2011,1188,440,1233,19,1188,1188,1188,1188,1250,1233,,1188,1188,1233,,1188,673,673,682,298,980,508700,45,85100,682,556000,556000,,682,682,34.3,474800,664300,,,283655000,-666666666,-666666666,506,2898,110010090001
41,441,37,15580,,459,402,57,348,242,,,613,217100,-666666666,57,402,36,0,17,9,53,8,18,95,538,37,68,1978,,,,,402,,,,14.1,,,,57,38,0,459,57,40,,,,11,001,007401,2,,,,79,79,1037,27.9,65,921,22,24,459,231,38,0,193,197,22,0,711,348,106,,,,538,459,459,57,19,402,0,94,66,,14,147,61,29,,,,,,,,,26,,,293,283,,,,242,242,242,,,,,,,8240,,,,,1037,45.4,27.0,71.1,14.4,65,,,,,,,,,,,,,,,,,,,,,,,,,242,0,0,33,17,19,25,35,14,0,,38,,,,,,604,5,0,5,12,0,43,31,929,230,224,6,6,0,0,134,0,0,0,459,185,38,39,77,11,23,11,12,0,23,,11092,,,,597,235,459,57,11,0,0,11,19,57,0,0,0,0,0,0,0,0,,538,2.20,,,459,,1010,7,53,96,26,459,57,1982,1963,459,57,2012,2003,459,105,538,6,459,459,459,459,145,538,,459,459,538,,459,391,391,402,171,990,238800,36,24100,402,298300,,298300,402,402,45.6,161200,267500,,,,-666666666,12094100,57,886,110010074012
1014,1757,26,109000,,1306,625,681,2376,2237,,,1626,592700,1599,681,625,0,0,0,0,52,22,40,7,1378,40,835,0,,,,,625,,,,20.2,,,,681,585,88,1306,681,532,,,,11,001,003100,1,,,,72,72,3409,33.6,1337,1041,231,1073,1306,546,287,79,180,436,811,87,2995,2376,139,,,,1378,1306,1306,681,299,625,0,41,0,,37,139,80,0,,,,,,,,,0,,,269,148,,,,2229,2229,2105,,,,,,,71985,,,,,3409,32.6,41.2,30.9,31.9,1433,,,,,,,,,,,,,,,,,,,,,,,,,2105,9,148,83,156,149,118,477,191,184,,287,,,,,,2800,42,40,0,0,103,0,51,3336,364,143,190,120,39,31,60,6,0,0,1306,49,23,13,32,29,42,15,24,0,115,,54559,,,,2743,1410,1306,681,68,429,5,26,62,681,0,0,0,0,0,0,0,0,,1378,2.61,,,1306,,3409,5,41,89,112,1306,681,0,0,1306,681,2012,2010,1306,746,1378,84,1306,1306,1306,1306,1177,1378,,1306,1306,1378,,1306,603,603,625,1152,1995,958400,0,-666666666,625,1020900,1020900,1020900,625,625,22.7,445700,745300,407087000,,407087000,-666666666,-666666666,681,2173,110010031001
513,670,21,116450,,386,196,190,861,850,,,2200,674700,1700,190,196,36,0,0,0,65,0,0,18,422,41,352,0,,,,,196,,,,17.4,,,,190,178,11,386,190,187,,,,11,001,003200,1,,,,36,36,1308,36.3,541,231,46,510,386,277,196,66,15,81,240,26,1050,861,11,,,,422,386,386,190,27,196,0,0,10,,0,0,0,0,,,,,,,,,0,,,240,18,,,,850,850,812,,,,,,,,,,,,1308,30.7,55.3,46.4,31.0,564,,,,,,,,,,,,,,,,,,,,,,,,,812,0,9,24,16,42,92,287,48,79,,196,,,,,,1005,53,0,7,0,0,0,3,1258,212,56,156,156,0,0,52,42,42,0,386,18,0,53,0,0,0,0,15,0,45,,47339,,,,905,366,386,190,7,173,10,0,0,190,0,0,0,0,0,0,0,0,,422,3.34,,,386,,1290,0,0,29,0,386,190,0,0,386,190,2009,2008,386,334,422,0,386,386,386,386,421,422,,386,386,422,,386,186,186,196,1350,2730,362400,36,,196,413500,,413500,196,196,32.6,547000,828600,120721000,,,-666666666,-666666666,190,3077,110010032001
253,808,8,100708,,478,139,339,1179,1048,,,1335,538100,1316,339,139,17,0,0,0,24,0,17,0,525,47,383,0,,,,,139,,,,24.7,,,,339,249,63,478,339,260,,,,11,001,003200,4,,,,47,47,1681,35.0,348,1138,61,288,478,213,114,9,90,368,192,29,1583,1179,131,,,,525,478,478,339,154,139,0,0,0,,0,0,24,9,,,,,,,,,0,,,33,45,,,,1048,1048,911,,,,,,,31515,,,,,1681,35.4,34.7,33.7,35.5,348,,,,,,,,,,,,,,,,,,,,,,,,,911,7,28,83,17,82,63,295,30,70,,114,,,,,,1249,27,0,0,24,0,0,0,1643,89,72,6,0,6,0,10,0,0,0,478,10,10,0,0,0,10,10,19,30,29,,40467,,,,1376,745,478,339,0,243,0,0,0,339,0,0,0,0,0,0,0,0,,525,3.52,,,478,,1681,0,0,0,62,478,339,0,0,478,339,2010,2006,478,268,525,0,478,478,478,478,586,525,,478,478,525,,478,127,127,139,697,1958,199000,17,,139,219800,,219800,139,139,24.1,368400,659800,166844000,166844000,166844000,-666666666,-666666666,339,2062,110010032004
