B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
1113,712,63,85625,,668,170,498,756,724,,,1155,279500,973,498,170,0,0,122,0,0,0,0,12,790,75,73,1984,,,,,170,,,,24.1,,,,498,391,70,668,498,394,,,,24,021,750803,2,,,,122,122,1494,48.7,1255,138,43,142,668,423,378,15,30,319,276,14,1298,756,32,,,,790,668,668,498,145,170,0,0,0,,0,0,138,157,,,,,,,,,122,,,165,12,,,,702,702,677,,,,,,,,,,,,1494,48.9,55.3,29.7,49.3,1255,,,,,,,,,,,,,,,,,,,,,,,,,677,0,28,145,236,36,0,19,16,0,,378,,,,,,1173,1,0,22,0,0,0,0,1408,110,110,0,0,0,0,20,20,0,0,668,34,0,36,47,34,15,47,0,0,53,,37312,,,,901,350,668,498,431,22,0,0,0,498,0,0,0,0,0,0,0,0,,790,2.23,,,668,,1489,171,20,44,112,668,498,1987,1987,668,498,2008,2004,668,406,790,0,668,668,668,668,1088,790,,668,668,790,,668,170,170,170,890,1347,183000,0,-666666666,170,203100,,203100,170,170,21.8,220200,348000,135448000,,135448000,-666666666,,498,1500,240217508032
523,430,22,77917,,302,125,177,467,422,,,917,248300,759,177,125,0,0,26,14,17,0,6,6,342,13,264,0,,,,,125,,,,20.1,,,,177,138,33,302,177,164,,,,24,510,271101,3,,,,40,40,890,40.8,523,245,84,0,302,170,114,14,42,61,201,21,736,467,45,,,,342,302,302,177,27,125,0,0,0,,0,0,0,0,,,,,,,,,40,,,159,56,,,,422,422,395,,,,,,,,,,,,890,44.3,45.4,33.5,44.3,544,,,,,,,,,,,,,,,,,,,,,,,,,395,24,34,36,65,79,0,57,11,10,,114,,,,,,662,0,0,0,0,3,14,0,862,144,100,0,0,0,0,12,0,0,0,302,23,32,0,11,6,6,18,11,0,14,,36425,,,,620,307,302,177,147,30,0,0,0,177,0,0,0,0,0,0,0,0,,342,2.68,,,302,,808,6,0,14,45,302,177,0,0,302,177,2002,2001,302,230,342,0,302,302,302,302,460,342,,302,302,342,,302,99,99,125,-666666666,971,74700,0,-666666666,125,88700,,88700,125,125,25.4,196600,334800,46424600,46424600,46424600,-666666666,4258600,177,1724,245102711013
537,318,22,-666666666,,267,138,129,371,351,,,782,185800,675,129,138,30,0,0,0,14,0,20,0,326,0,243,0,,,,,138,,,,14.9,,,,129,120,28,267,129,90,,,,24,021,775400,3,,,,59,59,619,37.6,546,32,10,9,267,139,130,9,0,117,132,0,509,371,20,,,,326,267,267,129,27,138,0,0,0,,0,0,0,63,,,,,,,,,0,,,119,56,,,,351,351,351,,,,,,,,,,,,619,39.5,27.5,-666666666.0,39.4,577,,,,,,,,,,,,,,,,,,,,,,,,,351,35,19,10,9,32,45,64,0,0,,130,,,,,,476,0,0,0,9,0,10,11,579,79,79,0,0,0,0,19,19,0,0,267,0,17,19,10,23,0,0,31,10,26,,30710,,,,500,251,267,129,111,9,0,9,0,129,0,0,0,9,0,0,0,0,,326,2.32,,,267,,619,0,0,10,10,267,129,0,0,267,129,2006,2004,267,0,326,0,267,267,267,267,556,326,,267,267,326,,267,112,112,138,614,832,78900,30,,138,92100,,92100,138,138,31.4,144800,211300,,,,-666666666,-666666666,129,1570,240217754003
1200,2182,152,57375,,1434,1091,343,2194,2036,,,1710,338600,1484,343,1091,0,38,0,0,93,136,164,22,1528,27,0,1995,,,,,1091,,,,22.7,,,,343,219,13,1434,343,79,,,,24,027,602600,3,,,,94,94,4525,33.1,1440,459,2308,311,1434,1163,930,24,209,668,678,77,3441,2220,158,,,,1528,1434,1434,343,32,1091,0,56,0,,108,128,358,346,,,,,,,,,0,,,1253,174,,,,2002,2002,1961,,,,,,,,,,,,4525,29.2,38.3,34.5,32.0,1564,,,,,,,,,,,,,,,,,,,,,,,,,1961,0,128,189,550,357,109,279,110,99,,930,,,,,,2683,22,0,0,0,0,0,0,4224,952,412,73,24,0,49,86,86,67,0,1434,56,74,27,24,47,27,26,135,188,114,,26415,,,,3087,1406,1434,343,0,211,0,19,25,343,0,0,0,0,0,0,0,0,,1528,3.12,,,1434,,4478,244,40,277,0,1434,343,1994,1993,1434,343,2013,2010,1434,749,1528,100,1434,1434,1434,1434,2146,1528,,1434,1434,1528,,1434,1054,1054,1091,1257,1870,1679900,38,,1091,1844000,1844000,,1091,1091,34.8,263900,410700,,,110116000,-666666666,-666666666,343,1779,240276026003
1977,1294,87,133250,,996,98,898,1606,1560,,,1403,514100,1339,898,98,0,0,0,0,0,47,0,14,996,0,36,1994,,,,,98,,,,19.8,,,,898,670,129,996,898,750,,,,24,027,602800,3,,,,0,0,2672,49.8,1977,146,495,0,996,796,704,20,72,347,485,112,2256,1619,46,,,,996,996,996,898,64,98,0,0,0,,0,120,110,433,,,,,,,,,0,,,465,14,,,,1534,1534,1498,,,,,,,,,,,,2672,52.0,63.1,43.5,52.0,2031,,,,,,,,,,,,,,,,,,,,,,,,,1498,14,232,139,58,233,123,124,57,49,,704,,,,,,2053,0,0,0,0,0,0,0,2524,350,282,0,0,0,0,13,0,0,0,996,0,13,41,0,61,0,38,36,0,35,,60696,,,,1728,804,996,898,715,84,0,0,0,898,0,0,0,0,0,0,0,0,,996,2.68,,,996,,2668,130,0,124,43,996,898,1994,1994,996,898,2004,2002,996,721,996,22,996,996,996,996,2324,996,,996,996,996,,996,77,77,98,877,1465,94700,0,-666666666,98,104100,,,98,98,35.9,420200,640500,455560000,455560000,455560000,-666666666,-666666666,898,2186,240276028003
1589,872,77,211887,,583,0,583,847,835,,,-666666666,715000,-666666666,583,0,0,0,0,0,0,0,0,0,583,11,0,1980,,,,,0,,,,16.8,,,,583,300,148,583,583,538,,,,24,027,605102,4,,,,0,0,1834,45.6,1589,57,83,0,583,539,500,17,22,119,332,68,1383,847,12,,,,583,583,583,583,44,0,0,0,0,,22,66,82,44,,,,,,,,,0,,,453,18,,,,835,835,722,,,,,,,,,,,,1834,50.2,36.5,61.6,50.2,1694,,,,,,,,,,,,,,,,,,,,,,,,,722,0,29,31,100,54,70,122,50,25,,500,,,,,,1259,11,0,0,0,12,0,0,1726,387,349,0,0,0,0,34,12,12,0,583,22,15,0,25,15,0,0,0,14,15,,76137,,,,927,392,583,583,583,0,0,0,0,583,0,0,0,0,0,0,0,0,,583,3.15,,,583,,1834,72,148,95,43,583,583,1980,1980,583,583,2003,2003,583,96,583,0,583,583,583,583,1542,583,,583,583,583,,583,0,0,0,-666666666,-666666666,-666666666,0,-666666666,0,-666666666,-666666666,-666666666,0,0,-666666666.0,547900,955800,,481330000,481330000,-666666666,-666666666,583,-666666666,240276051024
829,506,0,84706,,482,181,301,502,469,,,1419,568400,1419,301,181,183,0,0,0,24,0,0,0,665,0,51,1983,,,,,181,,,,17.6,,,,301,233,30,482,301,268,,,,24,027,605601,4,,,,183,183,1328,61.3,903,293,132,74,482,290,255,0,35,236,324,38,1195,526,33,,,,665,482,482,301,0,181,0,0,0,,0,40,43,10,,,,,,,,,0,,,174,0,,,,493,493,472,,,,,,,,,,,,1328,59.7,71.4,77.3,61.6,903,,,,,,,,,,,,,,,,,,,,,,,,,472,0,34,52,60,49,43,117,26,14,,255,,,,,,1078,0,0,5,0,0,5,0,1328,184,184,0,0,0,0,0,0,0,0,482,0,83,0,0,0,49,0,0,24,25,,46329,,,,643,282,482,301,283,18,0,0,0,301,0,0,0,0,0,0,0,0,,665,2.27,,,482,,1095,347,127,47,0,482,301,1983,1986,482,301,2007,2001,482,128,665,63,482,482,482,482,621,665,,482,482,665,,482,181,181,181,1334,-666666666,341500,183,506300,181,341500,341500,341500,181,181,51.0,476800,666300,161100000,,161100000,-666666666,-666666666,301,2495,240276056014
1203,904,20,92581,,1230,772,458,1242,1224,,,1875,253800,1787,458,772,95,0,41,0,35,43,63,19,1366,18,0,1991,,,,,772,,,,17.6,,,,458,231,24,1230,458,385,,,,24,027,605402,4,,,,136,136,2111,38.7,1326,262,385,162,1230,457,364,0,93,108,596,138,1877,1261,18,,,,1366,1230,1230,458,315,772,0,20,0,,0,0,355,372,,,,,,,,,41,,,271,62,,,,1243,1243,1147,,,,,,,,,,,,2111,49.9,40.5,25.3,54.7,1425,,,,,,,,,,,,,,,,,,,,,,,,,1147,0,40,110,179,100,136,72,61,77,,364,,,,,,1663,14,0,0,0,0,0,0,2072,232,174,0,0,0,0,19,0,0,0,1230,39,19,37,34,0,23,36,30,0,51,,62980,,,,1342,619,1230,458,0,211,0,0,62,458,0,0,0,0,0,0,0,0,,1366,1.69,,,1230,,2082,450,171,0,0,1230,458,1989,1982,1230,458,2012,2004,1230,370,1366,56,1230,1230,1230,1230,1556,1366,,1230,1230,1366,,1230,772,772,772,1599,1975,1464600,95,,772,1550500,,1550500,772,772,23.7,177000,316100,115683000,115683000,115683000,-666666666,,458,1139,240276054024
942,928,133,152375,,565,59,506,1236,1171,,,2910,461000,2622,506,59,0,0,0,0,0,0,17,0,582,17,0,1984,,,,,59,,,,17.9,,,,506,388,32,565,506,322,,,,24,027,605602,4,,,,17,17,2018,33.8,1380,241,331,497,565,492,437,19,36,212,368,123,1512,1254,65,,,,582,565,565,506,38,59,0,0,0,,83,26,53,81,,,,,,,,,0,,,513,0,,,,1177,1177,1128,,,,,,,,,,,,2018,32.5,54.8,31.3,37.1,1408,,,,,,,,,,,,,,,,,,,,,,,,,1128,0,117,107,181,281,0,116,29,38,,437,,,,,,1343,0,0,0,0,18,0,4,1810,361,247,100,100,0,0,20,0,0,0,565,17,0,20,0,0,0,0,0,12,0,,48656,,,,1363,593,565,506,439,67,0,0,0,506,34,0,0,0,0,0,0,0,,582,3.41,,,565,,1924,85,218,19,0,565,506,1984,1982,565,506,2011,2011,565,123,582,0,565,565,565,565,1486,582,,565,565,582,,565,59,59,59,2369,2811,157200,0,-666666666,59,180500,180500,180500,59,59,44.4,296300,611200,,219855200,219855200,-666666666,-666666666,506,2473,240276056024
776,399,23,36875,,375,192,183,443,418,,,810,186300,705,183,192,14,0,3,0,20,10,18,12,408,21,253,0,,,,,192,,,,25.5,,,,183,130,17,375,183,152,,,,24,013,512000,1,,,,33,33,858,46.1,778,58,3,6,375,201,122,0,79,292,53,13,734,443,25,,,,408,375,375,183,44,192,0,16,2,,0,0,25,25,,,,,,,,,3,,,105,90,,,,399,399,388,,,,,,,,,,,,858,45.0,65.0,-666666666.0,45.1,789,,,,,,,,,,,,,,,,,,,,,,,,,388,24,31,16,16,54,48,78,24,28,,122,,,,,,625,2,0,6,2,6,6,22,816,101,101,0,0,0,0,32,0,0,0,375,27,26,50,32,30,18,16,9,11,46,,24914,,,,563,276,375,183,174,7,2,0,0,183,0,0,4,0,0,0,0,0,,408,2.29,,,375,,858,12,21,24,27,375,183,0,0,375,183,2008,1997,375,4,408,2,375,375,375,375,721,408,,375,375,408,,375,189,189,192,542,876,136600,14,,192,171900,,171900,192,192,44.2,148800,232300,37658000,,37658000,-666666666,,183,1273,240135120001
931,1058,0,-666666666,,151,83,68,458,411,,,1788,-666666666,1788,68,83,0,0,0,48,18,0,0,0,199,0,59,1963,,,,,83,,,,10.8,,,,68,24,0,151,68,50,,,,24,510,120202,3,,,,48,48,1922,20.1,1127,187,405,215,151,44,44,0,0,0,18,69,1922,458,47,,,,199,151,151,68,24,83,0,42,13,,0,0,0,0,,,,,,,,,48,,,0,0,,,,401,401,342,,,,,,,,,,,,1922,20.2,20.7,20.0,20.3,1293,,,,,,,,,,,,,,,,,,,,,,,,,342,0,86,71,57,85,0,20,7,0,,44,,,,,,184,0,0,0,0,0,0,0,1922,27,8,0,0,0,0,0,0,0,0,151,55,6,0,0,0,4,0,0,0,0,,7795,,,,1842,1025,151,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,,199,2.15,,,151,,325,7,14,119,0,151,68,1962,1962,151,68,2012,2004,151,70,199,19,151,151,151,151,127,199,,151,151,199,,151,83,83,83,1322,2186,139600,0,-666666666,83,141900,141900,141900,83,83,51.0,110100,217300,,11150000,,-666666666,,68,1154,245101202023
263,303,18,32841,,299,299,0,282,275,,,1088,-666666666,950,0,299,46,0,0,0,33,0,17,0,345,7,13,1968,,,,,299,,,,-666666666.0,,,,0,0,0,299,0,0,,,,24,510,120202,2,,,,46,46,563,24.8,263,80,184,16,299,51,51,0,0,0,109,29,525,282,7,,,,345,299,299,0,0,299,0,56,9,,0,0,0,95,,,,,,,,,0,,,38,17,,,,275,275,252,,,,,,,,,,,,563,25.2,20.4,32.3,25.2,272,,,,,,,,,,,,,,,,,,,,,,,,,252,0,0,46,85,50,16,33,0,0,,51,,,,,,280,34,0,0,0,0,0,0,545,28,8,0,0,0,0,0,0,0,0,299,65,37,16,13,0,28,0,0,77,27,,19110,,,,525,265,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,345,1.41,,,299,,423,15,50,67,98,299,0,1972,-666666666,299,0,2015,-666666666,299,132,345,96,299,299,299,299,148,345,,299,299,345,,299,299,299,299,871,1090,308800,46,,299,339300,,339300,299,299,34.1,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,-666666666,245101202022
1044,1136,17,36500,,790,564,226,1156,1097,,,962,286600,888,226,564,0,0,0,0,119,26,39,0,844,64,585,0,,,,,564,,,,11.2,,,,226,150,14,790,226,185,,,,24,510,120202,4,,,,54,54,1829,28.6,1100,154,525,88,790,103,61,11,31,48,479,154,1758,1156,59,,,,844,790,790,226,65,564,0,5,10,,0,0,66,6,,,,,,,,,0,,,71,72,,,,1046,1046,970,,,,,,,,,,,,1829,25.7,43.9,28.7,25.8,1118,,,,,,,,,,,,,,,,,,,,,,,,,970,0,44,338,40,201,80,159,0,15,,61,,,,,,1087,0,0,0,0,0,44,0,1812,54,54,0,0,0,0,0,0,0,0,790,21,12,59,82,55,115,85,35,57,53,,29993,,,,1685,1051,790,226,10,119,0,14,0,226,0,0,0,0,0,0,0,0,,844,2.32,,,790,,1829,18,0,63,42,790,226,0,0,790,226,2013,2008,790,532,844,136,790,790,790,790,819,844,,790,790,844,,790,564,564,564,733,1138,544900,0,-666666666,564,611300,,611300,564,564,32.8,252100,351500,,,59529800,-666666666,-666666666,226,-666666666,245101202024
210,1023,120,69444,,686,531,155,1168,1115,,,1609,395700,1422,155,531,75,0,0,0,33,16,37,26,761,16,0,1977,,,,,531,,,,37.4,,,,155,155,0,686,155,155,,,,24,033,806714,2,,,,75,75,1957,32.9,559,878,158,680,686,413,209,40,164,257,226,39,1460,1168,53,,,,761,686,686,155,76,531,0,28,27,,222,0,0,54,,,,,,,,,0,,,495,67,,,,1090,1090,1020,,,,,,,,,,,,1957,33.8,40.4,34.6,39.5,559,,,,,,,,,,,,,,,,,,,,,,,,,1020,0,34,142,129,88,84,95,112,68,,209,,,,,,1281,42,24,123,0,0,0,8,1780,363,200,126,106,0,20,63,0,0,0,686,55,20,29,7,49,32,39,0,5,49,,30260,,,,1396,666,686,155,0,132,23,0,0,155,0,0,0,0,0,0,0,0,,761,2.85,,,686,,1957,70,122,200,77,686,155,1976,18,686,155,2015,-666666666,686,448,761,12,686,686,686,686,934,761,,686,686,761,,686,531,531,531,1235,1704,760900,75,130800,531,828900,,828900,531,531,29.9,347800,467800,,,62132000,-666666666,-666666666,155,2988,240338067142
244,322,12,82100,,180,37,143,333,322,,,1674,349000,1674,143,37,20,8,0,0,15,0,0,0,208,27,7,1969,,,,,37,,,,27.5,,,,143,112,9,180,143,102,,,,24,033,807409,2,,,,28,28,669,51.7,248,224,12,189,180,123,88,35,0,122,105,12,613,333,11,,,,208,180,180,143,42,37,0,0,0,,0,0,23,36,,,,,,,,,0,,,36,0,,,,322,322,309,,,,,,,,,,,,669,77.3,30.9,34.6,77.2,275,,,,,,,,,,,,,,,,,,,,,,,,,309,0,10,0,8,30,0,58,7,21,,88,,,,,,570,11,0,0,23,2,0,11,657,44,33,9,9,0,0,0,0,0,0,180,0,0,0,0,14,9,0,14,0,0,,32711,,,,402,224,180,143,127,9,0,0,0,143,0,0,0,0,0,0,0,0,,208,3.06,,,180,,550,37,0,54,24,180,143,1966,1964,180,143,2002,2001,180,112,208,28,180,180,180,180,,208,,180,180,208,,180,30,30,37,1511,1837,50900,28,,37,50900,,,37,37,30.0,281900,422300,,,48806000,-666666666,-666666666,143,1949,240338074092
223,1588,202,78167,,946,656,290,1933,1819,,,1586,309400,1586,290,656,26,0,0,0,66,70,29,12,972,0,0,1981,,,,,656,,,,19.4,,,,290,266,35,946,290,256,,,,24,033,807409,1,,,,26,26,3581,31.0,812,1490,328,1629,946,777,453,62,262,329,452,46,2409,1933,114,,,,972,946,946,290,42,656,0,0,9,,0,0,0,188,,,,,,,,,0,,,1131,84,,,,1799,1799,1798,,,,,,,,,,,,3581,28.4,32.7,32.6,41.4,880,,,,,,,,,,,,,,,,,,,,,,,,,1798,0,101,104,173,127,60,340,109,81,,453,,,,,,2163,49,45,75,43,12,0,0,3102,749,313,347,337,10,0,74,24,24,6,946,43,15,48,18,10,57,16,62,37,39,,23892,,,,2216,1011,946,290,164,126,0,0,0,290,0,0,0,0,0,0,0,0,,972,3.77,,,946,,3566,327,74,249,134,946,290,1981,1987,946,290,2013,2004,946,535,972,9,946,946,946,946,1560,972,,946,946,972,,946,644,644,656,1402,1793,996100,26,,656,996600,,,656,656,29.1,269800,416700,,93694000,93694000,-666666666,-666666666,290,2253,240338074091
131,743,57,61433,,613,303,310,944,837,,,1399,113200,1399,310,303,20,0,0,0,0,0,21,8,648,11,0,1970,,,,,303,,,,23.0,,,,310,238,8,613,310,226,,,,24,033,807410,2,,,,35,35,1508,40.1,241,915,47,431,613,348,195,34,119,155,257,16,1147,944,107,,,,648,613,613,310,142,303,0,27,0,,0,0,0,29,,,,,,,,,0,,,346,45,,,,837,837,814,,,,,,,,,,,,1508,34.6,38.9,42.0,64.1,241,,,,,,,,,,,,,,,,,,,,,,,,,814,0,11,40,100,91,101,78,60,93,,195,,,,,,1089,13,0,12,0,0,0,7,1373,249,105,112,90,17,5,49,6,0,0,613,41,12,29,14,52,19,7,96,9,4,,28946,,,,1006,488,613,310,0,29,0,21,13,310,0,0,0,0,0,0,0,11,,648,2.46,,,613,,1508,108,193,281,26,613,310,1970,1970,613,310,2009,2001,613,316,648,0,613,613,613,613,980,648,,613,613,648,,613,276,276,303,1184,1655,379600,20,,303,389700,389700,389700,303,303,22.3,98300,132800,35372000,,35372000,-666666666,-666666666,310,1072,240338074102
362,1084,75,58700,,826,545,281,1264,1158,,,1637,291500,1512,281,545,53,14,0,0,34,0,34,0,893,0,0,1985,,,,,545,,,,21.8,,,,281,208,11,826,281,195,,,,24,033,807410,1,,,,67,67,2702,29.9,362,1155,106,879,826,524,193,62,269,329,262,35,1939,1278,106,,,,893,826,826,281,105,545,0,58,14,,0,0,140,218,,,,,,,,,0,,,567,164,,,,1147,1147,1127,,,,,,,,,,,,2702,73.2,38.4,42.0,73.2,448,,,,,,,,,,,,,,,,,,,,,,,,,1127,0,0,41,84,241,22,214,51,58,,193,,,,,,1537,0,68,0,19,19,0,59,2449,526,266,184,184,0,0,105,0,0,0,826,72,43,18,14,33,93,42,17,28,66,,22239,,,,1631,705,826,281,121,125,0,0,0,281,11,0,0,0,0,0,0,0,,893,3.03,,,826,,2499,191,119,170,55,826,281,1987,1981,826,281,2012,2001,826,366,893,133,826,826,826,826,1182,893,,826,826,893,,826,533,533,545,1284,1864,826800,67,98100,545,861700,,861700,545,545,40.4,238100,352100,,76318000,76318000,-666666666,-666666666,281,1416,240338074101
281,416,0,67991,,687,81,606,452,452,,,2305,332400,2000,606,81,57,0,0,0,17,0,0,0,753,0,0,2006,,,,,81,,,,32.1,,,,606,389,11,687,606,598,,,,24,033,800212,2,,,,66,66,1133,67.8,295,679,99,14,687,290,224,0,66,138,255,62,1133,452,0,,,,753,687,687,606,317,81,0,0,0,,93,67,549,12,,,,,,,,,0,,,0,22,,,,452,452,452,,,,,,,,,,,,1133,65.8,66.6,78.3,65.1,355,,,,,,,,,,,,,,,,,,,,,,,,,452,10,37,11,0,69,11,140,18,105,,224,,,,,,1117,0,0,10,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,687,21,25,11,8,42,11,0,57,22,97,,53691,,,,483,192,687,606,176,250,0,0,11,606,0,0,0,0,0,8,0,0,,753,1.65,,,687,,1133,0,0,32,0,687,606,2005,2005,687,606,2008,2008,687,496,753,0,687,687,687,687,1031,753,,687,687,753,,687,72,72,81,1750,2250,148200,57,,81,157600,,157600,81,81,23.7,266100,412200,207353200,207353200,207353200,-666666666,-666666666,606,1760,240338002122
691,1848,147,107188,,1243,604,639,2231,2118,,,1834,439100,1709,639,604,33,0,27,0,72,20,29,8,1303,0,27,2002,,,,,604,,,,21.3,,,,639,535,53,1243,639,421,,,,24,033,800212,1,,,,60,60,3820,33.6,916,1695,1002,415,1243,785,648,39,98,214,698,16,2874,2252,113,,,,1303,1243,1243,639,83,604,0,27,0,,50,173,570,171,,,,,,,,,27,,,906,64,,,,2080,2080,2014,,,,,,,,,,,,3820,32.9,34.5,35.8,32.8,1002,,,,,,,,,,,,,,,,,,,,,,,,,2014,11,257,172,187,159,107,337,69,75,,648,,,,,,2516,0,0,0,0,18,1,11,3488,614,401,28,10,18,0,61,45,26,0,1243,27,31,8,20,55,43,25,0,13,58,,42177,,,,2589,1251,1243,639,459,180,0,0,0,639,0,0,0,0,0,0,0,0,,1303,2.96,,,1243,,3680,284,12,8,8,1243,639,2003,2001,1243,639,2011,2006,1243,332,1303,0,1243,1243,1243,1243,2498,1303,,1243,1243,1303,,1243,604,604,604,1403,1982,1042300,33,,604,1156500,1156500,1156500,604,604,27.9,314200,591300,,273899500,273899500,-666666666,,639,2564,240338002121
69,218,0,49655,,234,76,158,301,289,,,1373,218900,1232,158,76,0,0,0,0,0,0,28,0,234,8,0,1974,,,,,76,,,,31.4,,,,158,106,23,234,158,158,,,,24,033,800214,1,,,,0,0,434,44.1,92,277,65,23,234,90,71,0,19,143,63,0,381,301,12,,,,234,234,234,158,89,76,0,0,0,,0,0,0,21,,,,,,,,,0,,,62,6,,,,289,289,289,,,,,,,,,,,,434,55.4,41.3,42.7,61.8,92,,,,,,,,,,,,,,,,,,,,,,,,,289,0,0,13,14,73,30,49,9,7,,71,,,,,,360,0,0,0,0,0,0,10,418,46,46,0,0,0,0,0,0,0,0,234,0,0,12,32,6,7,35,0,29,15,,50037,,,,316,171,234,158,83,62,0,0,0,158,0,0,0,0,0,0,0,0,,234,1.80,,,234,,421,41,88,76,0,234,158,1974,1970,234,158,2005,1996,234,163,234,12,234,234,234,234,319,234,,234,234,234,,234,76,76,76,1116,1393,94700,0,-666666666,76,105300,,105300,76,76,40.7,144600,298500,,,39316500,-666666666,-666666666,158,-666666666,240338002141
449,1130,23,67324,,899,847,52,1511,1454,,,1347,345700,1266,52,847,25,0,0,0,114,52,18,0,924,44,0,1976,,,,,847,,,,18.9,,,,52,27,13,899,52,28,,,,24,033,800214,2,,,,25,25,2100,31.8,734,1259,0,351,899,437,234,49,154,281,320,23,1743,1511,57,,,,924,899,899,52,0,847,0,0,0,,0,0,0,186,,,,,,,,,0,,,395,57,,,,1428,1428,1341,,,,,,,,,,,,2100,35.1,31.8,-666666666.0,36.0,775,,,,,,,,,,,,,,,,,,,,,,,,,1341,0,8,171,48,184,71,470,11,120,,234,,,,,,1509,12,0,0,0,68,8,13,1988,295,295,0,0,0,0,0,0,0,0,899,0,11,34,26,10,12,19,62,0,156,,33471,,,,1641,860,899,52,42,0,0,0,0,52,0,0,0,0,0,0,0,0,,924,2.34,,,899,,2100,87,427,121,59,899,52,1976,1966,899,52,2012,2004,899,523,924,34,899,899,899,899,1278,924,,899,899,924,,899,847,847,847,1117,1417,1077900,25,,847,1149000,,1149000,847,847,25.2,308600,382900,,,,-666666666,-666666666,52,2536,240338002142
