B03002_003E,B01001_002E,B01001_003E,B19013_001E,B23025_003E,B23025_004E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B25092_001E,B25081_002E,B25081_003E,B25014_002E,B25014_003E,county,tract,block group,B25002_003E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B25001_001E,B25002_002E,B25009_002E,B25009_003E,B25074_008E,B25074_009E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B09002_001E,B19058_002E,B08007_001E,B08008_001E,B08134_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19301_001E,B23022_001E,B23022_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25037_002E,B25040_002E,B25041_002E,B25046_001E,B25057_001E,B25059_001E,B25060_001E,B25065_001E,B25071_001E,B25076_001E,B25078_001E,B25082_001E,state_11.0,state_24.0,state_51.0,filing_rate,filings
85,1141,12,54949,1417,1341,1120,215000,1086,364,776,73,0,0,0,120,0,72,28,1290,101,0,1967,25,255,24,364,297,33,801805,1,150,2212,42,122,2015,0,62,1140,376,193,35,148,561,153,0,1953,1417,76,1290,1140,364,149,0,52,0,11,39,143,268,196,1319,1319,1310,2212,28,44,42,37,179,1310,0,28,139,223,150,46,250,62,0,1797,0,0,0,0,12,11,10,2135,220,211,9,0,9,0,41,19,10,0,1140,52,28,27,32,26,20,65,145,79,173,37589,1640,889,93,264,0,0,0,0,0,0,0,0,0,0,0,2212,63,298,340,295,1958,717,73,1182,947,1257,823900,865500,25,179900,242200,74739000,0,1,0,65.81,562.0
282,742,0,36685,905,792,1244,256400,1110,169,540,21,0,0,0,61,38,82,21,730,0,0,1980,25,142,48,169,160,33,801904,1,21,1602,32,282,1277,0,0,709,397,102,31,264,291,180,0,1263,905,113,730,709,169,59,0,20,0,0,82,54,337,148,792,792,744,1602,45,27,41,45,282,744,0,29,80,95,20,0,228,25,0,1061,0,0,0,0,14,0,0,1510,259,259,0,0,0,0,90,9,0,0,709,38,79,19,48,108,47,48,0,42,85,24207,1112,560,169,0,0,0,0,0,0,0,0,0,0,0,0,1602,234,137,123,100,1964,455,20,761,987,1237,608300,714700,48,169700,297800,44138900,0,1,0,206.5,985.0
127,406,26,71250,675,641,1576,153759,1576,379,75,0,0,0,0,0,0,0,16,495,15,0,1989,23,251,6,379,306,33,802201,1,41,1046,37,195,578,5,250,454,225,114,25,86,280,63,15,914,675,34,495,454,379,188,0,5,87,80,56,16,99,71,612,612,589,1046,55,35,44,63,237,589,0,10,68,96,59,5,104,36,61,766,7,0,0,31,0,6,11,1000,95,72,17,17,0,0,20,0,0,0,454,15,5,5,21,6,22,6,20,47,34,35505,766,273,82,120,0,0,0,32,11,27,11,18,0,10,17,1046,99,88,49,5,2001,49,0,747,1218,1823,99400,123800,27,28800,346300,67270300,0,1,0,24.59,30.0
29,251,32,72237,349,291,1348,291900,1322,139,131,0,0,0,0,0,9,11,0,281,11,0,1975,17,122,17,139,110,33,801702,1,11,606,47,83,442,0,135,270,110,76,23,11,116,71,9,532,349,58,281,270,139,49,0,0,0,0,35,67,69,28,291,291,291,606,52,49,45,70,83,291,0,13,0,35,51,58,68,27,0,526,8,16,0,7,12,23,0,564,32,0,32,32,0,0,0,0,0,0,270,0,16,8,20,10,0,5,11,0,18,44901,399,135,139,0,0,0,0,0,0,0,0,0,0,0,0,591,0,74,38,56,1961,46,0,423,1131,1450,149800,160700,23,247500,354300,38252500,0,1,0,752.07,910.0
34,1404,117,68021,2255,2051,1405,219000,1277,126,1264,83,22,0,0,71,80,109,69,1495,36,0,1991,25,118,9,126,82,33,801702,2,105,3416,31,35,3086,0,300,1390,729,212,76,441,701,424,8,2699,2255,204,1495,1390,126,50,0,0,43,0,107,688,620,263,2002,2002,1979,3416,42,31,34,42,74,1979,0,94,168,138,227,178,193,32,153,2188,0,0,0,0,0,0,27,3153,563,539,24,24,0,0,64,0,0,0,1390,50,24,62,8,10,76,79,65,81,153,31194,2538,936,35,40,0,0,8,0,0,0,0,0,0,0,0,3411,101,271,206,43,2168,384,128,1806,1100,1481,1582300,1748600,25,164400,265000,-44173607,0,1,0,62.85,773.0
386,977,153,44861,1105,990,1411,271046,1408,9,721,131,20,0,0,61,69,90,8,881,48,10,1977,23,0,0,9,0,33,807301,1,151,1820,28,459,519,612,381,730,372,253,46,73,129,232,118,1461,1105,115,881,730,9,0,0,47,0,0,0,189,359,84,981,981,981,1820,28,31,28,28,463,981,0,17,138,205,131,19,178,26,55,1226,9,0,37,0,9,53,0,1584,123,27,86,61,25,0,42,14,14,0,730,79,0,0,100,67,27,45,49,58,101,22052,1397,684,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,174,274,179,7,1796,345,141,786,1286,1604,1010100,1012900,37,207231,356986,-42638845,0,1,0,102.81,769.0
45,896,104,50156,1022,944,1149,189400,1104,370,307,10,0,0,0,53,45,25,0,716,87,71,1964,23,242,35,370,251,33,803100,2,39,1808,38,232,1490,12,312,677,410,168,98,144,482,116,4,1470,1022,78,716,677,370,84,0,7,0,0,5,61,321,133,935,935,922,1808,26,43,43,32,258,922,0,55,47,27,132,37,180,40,121,1249,30,15,7,13,25,0,13,1648,205,168,24,24,0,0,14,0,0,0,677,16,45,5,35,21,60,40,76,39,44,31032,1265,627,314,49,0,0,0,7,0,19,0,11,0,0,0,1741,130,72,157,133,1967,361,0,781,994,1215,334900,354200,32,142800,240700,63989800,0,1,0,275.68,805.0
1016,1606,71,69071,2499,2340,1730,436900,1632,322,1416,120,20,25,23,75,105,123,40,2112,11,53,2003,22,274,30,322,238,31,703800,1,374,3826,31,1393,1245,469,669,1738,903,631,90,182,193,1041,113,3102,2528,159,2112,1738,322,67,0,119,301,386,506,239,652,137,2332,2332,2256,3826,35,30,34,39,1805,2256,39,99,185,183,200,203,427,135,193,2723,9,16,17,15,12,0,0,3637,535,353,73,57,16,0,79,8,8,0,1738,166,49,62,114,71,65,25,80,58,50,38762,2767,1156,195,118,0,0,0,0,0,0,0,0,9,0,0,3826,132,75,268,141,1985,672,448,2028,1379,1909,2288900,2463800,31,372800,487200,132201900,0,1,0,0.07,1.0
101,1281,64,76324,1402,1292,1404,236400,1142,584,110,0,0,0,0,3,15,18,15,722,175,59,1954,23,489,34,584,382,33,803801,1,28,2423,36,543,1026,19,1279,694,534,311,74,149,377,147,0,1884,1402,110,722,694,584,125,0,0,0,13,0,0,484,106,1256,1256,1251,2423,35,47,55,41,634,1251,4,16,107,161,171,48,231,19,97,1596,41,53,122,47,64,13,22,2250,472,141,331,322,9,0,15,5,5,0,694,25,0,14,10,26,0,5,44,20,109,25475,1653,973,560,18,0,6,0,4,0,0,0,0,0,0,0,2412,12,19,114,330,1953,594,0,1425,942,1638,128600,159000,22,202800,284800,134038800,0,1,0,0.83,1.0
326,995,215,59968,1134,1035,1318,364300,1209,236,468,20,0,0,0,67,0,65,0,724,69,33,1967,21,187,62,236,205,33,804101,2,20,2067,33,642,1107,26,460,704,428,276,48,104,298,211,17,1495,1134,99,724,704,236,50,0,28,0,0,0,42,379,121,974,974,939,2067,25,34,43,32,773,939,0,38,21,155,145,0,165,60,76,1342,9,33,0,0,97,0,9,1753,259,211,33,33,0,0,10,0,0,0,704,46,10,23,45,0,19,0,14,8,188,31231,1229,618,236,0,0,0,0,0,0,0,0,0,7,0,0,2062,120,143,201,116,1958,406,10,1113,1105,1383,566200,631900,29,313000,450000,126307000,0,1,0,71.33,316.0
41,1326,54,83963,1621,1471,1401,249900,1287,475,321,43,0,0,0,51,59,15,0,864,30,98,1980,18,448,66,475,352,33,804102,2,68,2371,35,188,1744,18,716,796,591,322,101,168,433,177,10,2023,1621,150,864,796,475,83,0,23,0,0,232,76,335,107,1397,1397,1359,2371,35,37,32,58,236,1359,0,191,160,114,78,58,305,140,63,1687,0,23,40,32,33,0,53,2291,304,87,190,127,63,0,14,0,0,0,796,23,8,14,0,18,6,0,53,0,128,34701,1847,1056,314,161,0,0,0,0,0,0,0,7,0,0,0,2371,119,166,59,84,1991,407,0,1507,1066,1449,423400,481400,30,214300,298900,117937500,0,1,0,77.88,169.0
57,713,94,80238,714,653,1594,216700,1432,348,70,1,0,11,0,0,0,15,0,449,104,43,1955,21,299,17,348,232,33,804102,1,31,1396,33,437,617,73,638,418,299,193,25,81,133,137,0,972,714,61,449,418,348,102,0,0,0,0,0,0,340,17,653,653,648,1396,29,36,44,68,451,648,0,54,5,35,103,57,189,40,16,779,19,0,47,10,0,0,25,1256,344,147,161,131,18,0,7,3,3,0,418,10,8,16,0,30,9,23,12,9,37,26144,795,371,331,17,0,0,0,17,0,0,0,0,0,0,0,1396,11,73,60,158,1953,313,0,725,1221,1788,99200,114000,48,164600,268800,69987200,0,1,0,111.46,107.0
448,1068,76,101307,1462,1423,1875,301700,1739,319,356,22,0,0,0,9,13,29,37,719,9,62,1983,18,227,58,319,217,33,807404,2,44,2140,33,581,483,108,1047,675,371,223,44,104,250,350,55,1744,1462,39,719,675,319,79,0,0,21,20,70,151,134,37,1423,1423,1375,2140,33,37,53,32,602,1375,0,48,58,276,202,28,106,0,234,1491,52,0,79,0,0,5,10,2015,283,38,232,169,63,0,10,0,0,0,675,0,20,0,0,20,0,0,16,0,29,41142,1585,817,265,54,0,0,0,0,0,0,0,0,0,0,0,2140,147,131,31,77,1972,306,0,1339,1385,2066,550100,599700,17,238000,391300,102029000,0,1,0,19.7,66.0
808,860,0,64415,1499,1449,1668,317800,1485,341,637,15,40,0,0,21,17,76,11,1073,76,0,1976,15,211,0,341,301,33,807405,3,95,2094,37,1021,430,339,465,978,510,389,48,73,260,463,76,1840,1515,50,1073,978,341,179,0,23,0,31,340,51,229,74,1465,1465,1465,2094,36,41,41,49,1042,1465,124,90,98,102,198,67,322,104,105,1595,0,0,0,69,0,0,0,2069,249,59,92,20,72,0,68,49,49,0,978,67,32,68,0,0,58,31,0,33,54,39269,1598,743,276,0,0,0,0,0,0,0,0,0,0,0,0,2094,74,110,181,210,1971,311,17,1540,1250,1751,909400,980400,26,209100,379500,116877000,0,1,0,91.95,594.0
388,394,0,84242,563,539,1802,405149,1766,0,386,0,0,0,0,44,24,97,0,386,0,0,2003,21,0,0,0,0,31,701205,3,0,762,33,486,178,98,98,386,162,118,0,44,35,144,54,647,563,24,386,386,0,0,0,18,0,0,272,65,126,0,527,527,515,762,35,27,35,35,486,515,0,39,126,40,51,0,50,0,18,614,0,0,0,0,0,0,0,762,126,75,36,18,18,0,18,0,0,0,386,18,0,0,12,0,0,0,66,62,0,46565,634,318,0,0,0,0,0,0,0,0,0,0,0,0,0,762,19,17,13,0,1832,239,0,468,1524,2028,700700,756500,30,316976,504670,-4762431,0,1,0,0.34,1.0
508,1137,134,94038,1296,1257,1819,378900,1780,357,279,42,0,0,0,0,0,44,11,678,0,0,1957,16,161,47,357,267,31,701102,2,42,2361,33,1284,145,165,1304,636,509,385,16,108,202,388,63,1698,1299,39,678,636,357,79,0,0,0,105,62,0,467,73,1257,1257,1214,2361,30,56,49,50,1373,1214,0,0,52,18,198,34,357,164,40,1609,110,0,0,0,169,0,0,2083,434,99,284,284,0,0,74,0,0,0,636,0,0,25,16,0,15,78,62,35,35,29433,1523,682,357,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,45,466,1956,440,0,1047,1603,1957,456400,502400,43,325700,440700,129237000,0,1,0,0.25,1.0
571,443,23,68257,520,433,305,363500,305,348,145,0,0,0,0,14,0,0,11,537,37,34,1957,18,243,51,348,276,31,703902,1,44,1024,41,695,64,78,310,493,204,166,0,38,65,172,42,835,539,87,537,493,348,150,0,11,0,0,0,23,170,96,430,430,404,1024,40,42,89,40,696,404,18,51,13,17,25,39,33,26,135,807,14,40,0,0,0,0,7,966,137,102,35,35,0,0,0,0,0,0,493,94,41,0,14,12,0,14,0,11,14,39307,626,268,247,101,0,0,0,0,0,0,0,0,0,0,0,1019,99,59,0,285,1956,296,0,670,217,704,86000,93000,26,307700,425600,119253500,0,1,0,0.57,1.0
45,1059,126,48603,972,902,1191,317491,1050,5,490,0,0,0,0,54,28,37,0,504,0,0,1959,23,5,0,5,5,33,806601,3,9,2040,27,991,197,0,1801,495,381,217,88,76,246,35,0,1361,972,70,504,495,5,0,0,28,0,0,0,10,629,171,883,883,871,2040,23,32,42,28,991,871,9,0,7,75,70,21,207,29,149,1082,115,51,109,11,25,9,28,1680,368,113,255,189,66,0,56,24,24,0,495,28,32,24,38,24,21,34,14,61,0,17463,1277,660,5,0,0,0,0,0,0,0,0,0,0,0,0,2040,76,0,146,272,2026,195,39,582,942,1167,507700,560700,31,246077,398817,-29865688,0,1,0,41.29,230.0
155,544,100,70625,668,632,1975,304600,1664,253,39,0,0,0,0,0,10,0,12,292,12,52,1962,20,147,12,253,164,33,806602,3,0,1206,34,220,397,191,579,292,209,131,20,58,81,140,0,906,668,36,292,292,253,65,0,0,0,0,0,0,175,56,632,632,632,1206,56,30,35,56,220,632,0,0,41,78,11,82,130,0,106,846,32,9,25,0,25,19,28,1014,119,33,86,64,22,0,12,0,0,0,292,0,0,5,21,10,7,0,32,0,43,21969,714,389,241,12,0,0,0,0,0,0,0,0,0,0,0,1206,24,52,93,59,1963,114,0,614,1408,1832,52700,68900,35,234500,357300,73470000,0,1,0,2.38,1.0
141,934,98,55050,1102,1037,1401,279500,1304,61,602,0,17,0,0,75,46,38,48,680,12,37,1974,21,39,6,61,29,33,800209,2,17,1773,31,245,945,228,448,663,271,148,42,81,366,187,56,1453,1127,65,680,663,61,16,0,41,0,0,0,53,223,71,1041,1041,1038,1773,53,40,33,48,245,1038,8,27,64,109,145,0,256,36,67,1201,7,35,0,32,40,20,0,1621,194,108,86,56,0,30,20,0,0,0,663,49,11,5,53,12,15,37,34,56,84,27625,1203,653,54,0,0,0,0,0,7,0,0,0,0,0,0,1622,147,220,199,12,1972,455,9,1033,1128,1436,763200,856700,29,256400,310300,14706000,0,1,0,185.23,1191.0
787,413,0,51667,237,222,1386,194800,1307,542,236,0,0,0,0,84,17,14,15,793,0,0,1978,22,123,7,542,537,31,703219,3,15,1052,76,787,143,56,0,778,274,274,0,0,125,263,79,1052,237,15,793,778,542,305,0,15,0,7,217,30,0,62,222,222,207,1052,77,76,76,77,805,207,0,5,0,14,43,65,0,0,23,1052,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,15,15,0,0,778,44,29,82,15,48,44,60,29,28,39,48124,133,60,15,72,0,0,0,0,0,0,0,0,0,0,16,1052,81,331,113,14,1979,213,0,914,1038,1688,269000,289500,34,139800,354000,128497400,0,1,0,21.36,72.0
1455,1251,126,96771,1557,1539,2005,343400,1694,653,315,29,0,0,0,26,0,62,12,1027,0,0,1987,19,488,61,653,560,31,701315,2,59,2563,36,1538,292,481,247,968,799,591,36,172,197,403,35,1981,1557,18,1027,968,653,142,0,0,0,7,92,215,610,12,1513,1513,1454,2563,33,33,38,35,1572,1454,15,100,111,77,188,74,214,40,88,1749,18,0,45,0,0,0,0,2377,436,292,0,0,0,0,20,20,0,0,968,18,20,5,60,0,10,8,44,0,71,46422,1680,816,237,331,0,31,46,0,0,0,0,0,0,0,0,2532,638,75,0,0,1988,231,0,1777,1534,1854,526800,595400,29,244400,542200,252825500,0,1,0,0.87,3.0
167,1322,145,61964,1364,1303,1405,254200,1358,227,551,0,0,0,0,91,10,49,0,778,214,42,1959,26,153,13,227,144,33,806000,2,0,2621,28,335,361,82,1992,778,513,325,130,58,325,108,15,1845,1364,61,778,778,227,91,0,0,0,0,275,0,730,27,1303,1303,1303,2621,37,45,43,60,361,1303,0,0,99,60,97,42,331,74,115,1541,50,142,61,29,75,26,0,2332,627,57,547,267,115,119,6,0,0,0,778,45,7,29,28,33,21,19,62,50,73,21510,1688,895,202,18,0,0,0,0,0,0,0,0,0,0,0,2621,8,0,87,152,1948,636,0,1092,1161,1645,744400,765300,27,199800,290500,68405000,0,1,0,121.66,646.0
157,1569,102,59286,1509,1462,1464,179500,1378,59,705,60,88,0,0,44,34,59,7,940,11,81,1975,29,35,0,59,59,33,800209,1,176,2751,33,549,901,59,1559,764,609,350,99,160,364,233,0,1991,1509,47,940,764,59,45,0,11,0,0,7,124,693,128,1367,1367,1345,2751,27,43,49,59,640,1345,26,118,178,148,188,60,296,35,104,1730,5,69,98,56,98,13,52,2531,600,218,374,181,79,60,99,0,0,0,764,30,58,46,7,33,34,34,69,0,85,22325,1920,1051,0,52,0,0,7,0,0,0,0,0,0,0,0,2751,213,244,243,17,1992,423,33,1085,1233,1553,908600,1000500,29,159700,216300,11345000,0,1,0,232.65,1596.0
243,1054,184,51786,1002,916,1401,302000,1149,429,345,0,0,0,0,70,18,17,0,811,69,0,1960,22,321,55,429,250,33,805000,2,37,2287,38,376,1278,16,750,774,515,310,77,128,334,311,20,1672,1002,86,811,774,429,95,0,0,0,50,51,92,367,178,868,868,810,2287,51,54,45,63,376,810,22,2,101,82,173,33,183,33,0,1501,0,16,15,30,16,0,53,2103,460,324,136,49,58,16,14,0,0,0,774,32,17,51,0,15,149,16,45,52,67,27372,1248,395,216,74,0,0,15,14,0,0,0,0,0,0,0,2264,81,112,16,340,1958,306,33,932,833,1455,384900,447800,35,141900,388500,247886000,0,1,0,6.84,35.0
95,1564,38,59338,1774,1754,1363,292500,1275,219,815,80,0,0,0,49,120,0,66,1152,33,0,1963,24,190,15,219,75,33,805000,3,118,3232,28,146,1479,34,1446,1034,651,357,151,143,727,299,0,2424,1774,20,1152,1034,219,29,0,36,0,0,64,33,845,259,1754,1754,1754,3232,36,28,38,24,324,1754,76,68,83,35,198,144,417,0,181,1944,0,0,149,52,17,55,17,3027,697,224,473,252,106,115,76,24,0,0,1034,49,31,33,0,0,99,15,17,68,223,22820,2193,1139,219,0,0,0,0,0,0,0,0,0,0,0,0,3232,122,249,164,487,1955,358,14,1502,909,1445,963800,1085900,26,257000,344100,37760654,0,1,0,228.89,1751.0
38,338,29,61988,524,523,1141,229000,1025,167,138,0,0,0,0,30,0,0,13,305,27,7,1962,17,118,0,167,152,33,806100,3,0,899,34,38,473,43,388,305,234,94,0,140,189,84,0,665,524,1,305,305,167,22,0,34,0,0,0,0,282,48,523,523,523,899,66,51,52,66,46,523,0,12,78,44,121,0,144,0,1,591,14,0,0,0,18,28,0,804,188,31,157,130,27,0,59,0,0,0,305,34,0,25,6,18,7,5,14,25,38,28438,521,187,48,119,0,0,0,0,0,0,0,0,0,0,0,899,55,5,113,98,1956,225,9,441,926,1150,143500,157800,34,201200,319700,38719000,0,1,0,90.6,135.0
675,993,65,97292,974,922,1743,342100,1692,426,81,0,0,0,0,0,0,0,21,550,68,372,0,25,338,27,426,305,33,806100,1,43,1796,37,808,349,50,677,507,428,319,40,69,159,186,75,1455,974,52,550,507,426,44,0,0,0,0,31,29,313,40,911,911,911,1796,38,30,27,38,869,911,0,17,68,48,100,87,167,44,70,1191,16,84,47,0,0,18,0,1702,307,146,142,142,0,0,26,0,0,0,507,26,0,0,6,19,40,0,0,5,11,32364,1312,718,412,0,14,0,0,0,0,0,0,0,0,7,0,1796,11,9,11,19,0,374,0,933,1201,1927,128100,148200,16,269100,396200,137864700,0,1,0,1.08,1.0
586,712,43,76579,855,818,1363,340000,1363,312,252,48,0,0,0,15,32,18,16,661,232,152,1948,20,238,21,312,303,33,806100,2,97,1482,37,781,353,52,424,564,385,215,75,95,163,251,19,1171,855,37,661,564,312,98,0,4,0,0,0,0,221,16,818,818,778,1482,38,46,62,46,865,778,22,68,25,61,63,0,181,25,103,1128,0,0,0,18,29,0,0,1412,265,133,92,24,68,0,0,0,0,0,564,15,7,18,45,3,19,0,92,0,27,35200,1017,477,301,0,0,11,0,0,0,0,0,0,0,0,0,1468,52,46,80,99,1942,446,40,832,1035,1652,320700,346000,33,268200,388800,102857000,0,1,0,24.59,60.0
356,863,34,115012,1110,1078,2558,251700,2058,323,92,0,0,0,0,0,0,8,12,427,137,22,1953,11,148,26,323,298,33,806900,2,12,1523,40,610,79,136,642,415,332,168,16,148,355,143,26,1368,1110,32,427,415,323,51,0,10,0,0,2,5,104,40,1073,1073,1060,1523,30,39,70,43,933,1060,0,0,53,63,198,11,89,155,14,1291,0,0,70,5,72,0,0,1438,85,42,43,43,0,0,18,5,5,0,415,17,0,2,16,10,0,12,10,0,8,34626,1184,749,312,0,0,0,0,0,0,0,0,0,0,0,0,1523,9,29,40,183,1955,382,0,900,1750,2279,192000,211600,14,219500,331600,84205000,0,1,0,143.04,113.0
21,693,58,81691,755,664,2083,209000,1574,276,75,0,0,0,0,14,15,20,8,351,48,7,1956,19,235,15,276,155,33,801500,1,0,1486,30,168,982,0,441,351,292,155,38,99,304,67,0,1119,755,91,351,351,276,47,0,0,0,0,0,0,261,85,650,650,629,1486,34,30,42,55,180,629,0,22,57,105,110,33,92,3,39,911,12,18,0,0,12,0,26,1343,265,146,112,112,0,0,0,0,0,0,351,5,0,0,0,8,9,3,23,29,12,22873,957,463,163,113,0,0,0,0,0,0,0,4,0,0,0,1486,12,34,32,218,1955,303,0,765,1349,1787,97400,127200,36,168400,238500,55408200,0,1,0,5.41,4.0
24,459,32,75547,628,595,1983,223600,1574,348,83,30,0,0,0,26,0,0,11,491,121,4,1954,21,268,49,348,304,33,801500,2,60,1146,42,24,905,18,189,431,304,139,12,153,207,149,6,890,628,33,491,431,348,100,0,0,0,0,7,0,230,66,595,595,549,1146,66,45,43,66,24,549,0,17,16,60,70,32,125,4,31,787,3,0,0,24,12,4,4,1043,177,114,63,63,0,0,5,5,5,0,431,6,14,3,23,22,3,9,14,16,18,35635,647,279,348,0,0,0,0,16,0,0,0,0,0,0,0,1146,12,13,43,291,1954,340,0,792,1377,1810,132700,166500,31,168200,293500,79968200,0,1,0,3.23,2.0
548,456,26,224769,389,389,2750,1512500,2537,269,22,0,0,0,0,0,0,0,0,291,12,9,1987,15,103,26,269,254,31,706008,2,0,936,54,668,63,141,120,291,275,265,0,10,17,202,39,797,389,0,291,291,269,16,0,0,0,0,0,89,161,0,389,389,338,936,57,15,64,62,732,338,0,0,7,50,86,30,34,18,54,654,0,0,0,0,0,0,0,910,135,90,9,0,0,9,0,0,0,0,291,0,0,0,0,0,0,0,6,0,0,111640,517,215,269,0,0,0,0,0,0,0,0,0,0,0,0,936,166,15,0,0,1987,176,0,813,2138,3053,387231,409591,29,1251000,2000001,419109000,0,1,0,16.67,1.0
210,1023,120,69444,1168,1115,1609,395700,1422,155,531,75,0,0,0,33,16,37,26,761,16,0,1977,37,155,0,155,155,33,806714,2,75,1957,32,559,878,158,680,686,413,209,40,164,257,226,39,1460,1168,53,761,686,155,76,0,28,222,0,0,54,495,67,1090,1090,1020,1957,33,40,34,39,559,1020,0,34,142,129,88,84,95,112,68,1281,42,24,123,0,0,0,8,1780,363,200,126,106,0,20,63,0,0,0,686,55,20,29,7,49,32,39,0,5,49,30260,1396,666,0,132,23,0,0,0,0,0,0,0,0,0,0,1957,70,122,200,77,18,448,12,934,1235,1704,760900,828900,29,347800,467800,62132000,0,1,0,134.01,721.0
223,1588,202,78167,1933,1819,1586,309400,1586,290,656,26,0,0,0,66,70,29,12,972,0,0,1981,19,266,35,290,256,33,807409,1,26,3581,31,812,1490,328,1629,946,777,453,62,262,329,452,46,2409,1933,114,972,946,290,42,0,0,0,0,0,188,1131,84,1799,1799,1798,3581,28,32,32,41,880,1798,0,101,104,173,127,60,340,109,81,2163,49,45,75,43,12,0,0,3102,749,313,347,337,10,0,74,24,24,6,946,43,15,48,18,10,57,16,62,37,39,23892,2216,1011,164,126,0,0,0,0,0,0,0,0,0,0,0,3566,327,74,249,134,1987,535,9,1560,1402,1793,996100,996600,29,269800,416700,93694000,0,1,0,140.78,908.0
131,743,57,61433,944,837,1399,113200,1399,310,303,20,0,0,0,0,0,21,8,648,11,0,1970,23,238,8,310,226,33,807410,2,35,1508,40,241,915,47,431,613,348,195,34,119,155,257,16,1147,944,107,648,613,310,142,0,27,0,0,0,29,346,45,837,837,814,1508,34,38,42,64,241,814,0,11,40,100,91,101,78,60,93,1089,13,0,12,0,0,0,7,1373,249,105,112,90,17,5,49,6,0,0,613,41,12,29,14,52,19,7,96,9,4,28946,1006,488,0,29,0,21,13,0,0,0,0,0,0,0,11,1508,108,193,281,26,1970,316,0,980,1184,1655,379600,389700,22,98300,132800,35372000,0,1,0,0.37,1.0
362,1084,75,58700,1264,1158,1637,291500,1512,281,545,53,14,0,0,34,0,34,0,893,0,0,1985,21,208,11,281,195,33,807410,1,67,2702,29,362,1155,106,879,826,524,193,62,269,329,262,35,1939,1278,106,893,826,281,105,0,58,0,0,140,218,567,164,1147,1147,1127,2702,73,38,42,73,448,1127,0,0,41,84,241,22,214,51,58,1537,0,68,0,19,19,0,59,2449,526,266,184,184,0,0,105,0,0,0,826,72,43,18,14,33,93,42,17,28,66,22239,1631,705,121,125,0,0,0,11,0,0,0,0,0,0,0,2499,191,119,170,55,1981,366,133,1182,1284,1864,826800,861700,40,238100,352100,76318000,0,1,0,58.45,522.0
691,1848,147,107188,2231,2118,1834,439100,1709,639,604,33,0,27,0,72,20,29,8,1303,0,27,2002,21,535,53,639,421,33,800212,1,60,3820,33,916,1695,1002,415,1243,785,648,39,98,214,698,16,2874,2252,113,1303,1243,639,83,0,27,50,173,570,171,906,64,2080,2080,2014,3820,32,34,35,32,1002,2014,11,257,172,187,159,107,337,69,75,2516,0,0,0,0,18,1,11,3488,614,401,28,10,18,0,61,45,26,0,1243,27,31,8,20,55,43,25,0,13,58,42177,2589,1251,459,180,0,0,0,0,0,0,0,0,0,0,0,3680,284,12,8,8,2001,332,0,2498,1403,1982,1042300,1156500,27,314200,591300,273899500,0,1,0,110.45,719.0
69,218,0,49655,301,289,1373,218900,1232,158,76,0,0,0,0,0,0,28,0,234,8,0,1974,31,106,23,158,158,33,800214,1,0,434,44,92,277,65,23,234,90,71,0,19,143,63,0,381,301,12,234,234,158,89,0,0,0,0,0,21,62,6,289,289,289,434,55,41,42,61,92,289,0,0,13,14,73,30,49,9,7,360,0,0,0,0,0,0,10,418,46,46,0,0,0,0,0,0,0,0,234,0,0,12,32,6,7,35,0,29,15,50037,316,171,83,62,0,0,0,0,0,0,0,0,0,0,0,421,41,88,76,0,1970,163,12,319,1116,1393,94700,105300,40,144600,298500,39316500,0,1,0,435.11,409.0
